,Sample_Name,Phase_1_DO,Phase_1_temp,Phase_2.1_DO,Phase_2.1_temp,Phase_1_treat,Phase_2_treat,Phase_1_rep_R,Phase_2_rep_R,Actual_shell_pre_mg,Actual_tissue_pre_mg,Actual_shell_post_mg,Actual_tissue_post_mg,Actual_shell_growth_mg,Actual_tissue_growth_mg,Exclude_all,Exclude_pre_analysis,Notes_pre,Notes_post,Area_pre_mm2,Feret_pre_mm,AreaNotes_Pre,Area_post_mm2,Feret_post_mm,AreaNotes_Post,Area_growth_mm2,Feret_growth_mm,Order_year2,Date_MMDDYYYY_year2,Year,Phase_1_rep,Phase_2_rep,Tag_color,Tag_num,Submerged_weight_year2,Dry_weight_year2,double_single_dead_year2,Notes_year2,Actual_shell_year2_mg,Actual_tissue_year2_mg,Actual_shell_growth_year2_mg,Actual_tissue_growth_year2_mg,Ratio_TS_year2,Exclude_year2
70,2024_Both03_Warm06_O65,Hyp,Warm,Norm,Warm,Both,Warm,Both03,Warm06,585.58812,429.41188,999.48888,635.91112,413.90076,206.49924,NA,NA,NA,NA,338.8,27.3,NA,369.8,27.3,NA,31,0,512,08252025,2025,03,06,O,65,1062.7,2545.7,NA,NA,1680.35088,865.34912,680.862,229.438,0.33698165,NA
71,2024_Both04_Both01_O7,Hyp,Warm,Hyp,Warm,Both,Both,Both04,Both01,189.10476,119.89524,384.65466,174.94534,195.5499,55.0501,NA,NA,NA,NA,128.6,15.8,NA,214.5,19.1,NA,85.9,3.3,79,08272025,2025,04,01,O,7,459,1057.2,NA,NA,724.4523,332.7477,339.79764,157.80236,0.464400989,NA
72,2024_Both04_Both04_O43,Hyp,Warm,Hyp,Warm,Both,Both,Both04,Both04,332.08578,185.51422,641.79882,288.20118,309.71304,102.68696,NA,NA,NA,NA,207,19,"6/16/25 SKM added in unmatched data, taken from O41 and validated with pictures",276.6,21.6,NA,69.6,2.6,365,08262025,2025,04,04,O,43,794.8,1808.5,NA,NA,1256.15802,552.34198,614.3592,264.1408,0.429945218,NA
73,2024_Both04_Both04_O44,Hyp,Warm,Hyp,Warm,Both,Both,Both04,Both04,430.88994,244.21006,548.6949,325.3051,117.80496,81.09504,NA,NA,NA,NA,209.7,20,NA,259,20.6,NA,49.3,0.6,377,08262025,2025,04,04,O,44,475.9,1214.4,NA,NA,751.21176,463.18824,202.51686,137.88314,0.680847708,NA
74,2024_Both04_Both05_O55,Hyp,Warm,Hyp,Warm,Both,Both,Both04,Both05,236.44842,199.95158,466.67478,288.92522,230.22636,88.97364,NA,NA,NA,NA,176.3,18.4,NA,248.4,22.2,NA,72.1,3.8,467,08252025,2025,04,05,O,55,360.9,914.8,NA,NA,569.12076,345.67924,102.44598,56.75402,0.553989722,NA
75,2024_Both04_Cont02_O20,Hyp,Warm,Norm,Ambient,Both,Cont,Both04,Cont02,460.34118,282.15882,883.26732,426.33268,422.92614,144.17386,NA,NA,NA,NA,193.1,17.9,NA,302.9,22.4,NA,109.8,4.5,110,08272025,2025,04,02,O,20,700.3,1642,NA,NA,1106.52672,535.47328,223.2594,109.1406,0.488851085,NA
76,2024_Both04_Cont03_O31,Hyp,Warm,Norm,Ambient,Both,Cont,Both04,Cont03,653.51598,219.28402,1333.2696,426.4304,679.75362,207.14638,NA,NA,NA,NA,280.3,22.7,NA,427.5,26.6,NA,147.2,3.9,203,08262025,2025,04,03,O,31,1628.4,3459.3,NA,NA,2576.08026,883.21974,1242.81066,456.78934,0.367545399,NA
77,2024_Both04_Cont03_O32,Hyp,Warm,Norm,Ambient,Both,Cont,Both04,Cont03,500.87622,242.52378,1081.66734,462.53266,580.79112,220.00888,NA,NA,NA,09/26/24 SKM fixed to be O32 instead of O21 and updated phase 1 info,228.2,20.9,NA,380.8,28,6/11/25 SKM added in unmatched data,152.6,7.1,214,08262025,2025,04,03,O,32,1213,2683.4,NA,NA,1918.3359,765.0641,836.66856,302.53144,0.361590544,NA
78,2024_Both04_Cont04_O43,Hyp,Warm,Norm,Ambient,Both,Cont,Both04,Cont04,405.3972,214.6028,645.59898,335.50102,240.20178,120.89822,NA,NA,NA,NA,289,21.5,NA,362.9,25,NA,73.9,3.5,291,08262025,2025,04,04,O,43,1417.1,3344.2,NA,NA,2241.50784,1102.69216,1595.90886,767.19114,0.480723655,NA
79,2024_Both04_Cont04_O44,Hyp,Warm,Norm,Ambient,Both,Cont,Both04,Cont04,254.49918,218.80082,608.23074,424.96926,353.73156,206.16844,NA,NA,NA,NA,251.6,20.4,NA,376.1,25.6,NA,124.5,5.2,296,08262025,2025,04,04,O,44,837.1,2140.9,NA,NA,1323.13584,817.76416,714.9051,392.7949,0.549436422,NA
80,2024_Both04_Cont06_O68,Hyp,Warm,Norm,Ambient,Both,Cont,Both04,Cont06,152.0532,129.6468,366.76224,224.93776,214.70904,95.29096,NA,NA,NA,NA,146.5,15.5,NA,216.4,18.5,NA,69.9,3,501,08252025,2025,04,06,O,68,756.6,2005.4,NA,NA,1195.67214,809.72786,828.9099,584.7901,0.705492961,NA
81,2024_Both04_Hyp02_O19,Hyp,Warm,Hyp,Ambient,Both,Hyp,Both04,Hyp02,392.09664,224.10336,529.53576,238.86424,137.43912,14.76088,NA,NA,NA,"9/26/24 SKM changed from P19 to O19 and phase 1 info, typo in entering the data",242.2,19.1,NA,233.7,18.6,6/11/25 SKM added in unmatched data to correct corrected bee tag,-8.5,-0.5,165,08272025,2025,04,02,O,19,622.6,1486.7,NA,Was growing into meso mesh,983.49654,503.20346,453.96078,264.33922,0.582295281,NA
82,2024_Both04_Hyp02_O20,Hyp,Warm,Hyp,Ambient,Both,Hyp,Both04,Hyp02,307.06806,246.53194,545.05308,293.94692,237.98502,47.41498,NA,NA,NA,NA,298.4,26.1,NA,293.5,24.5,NA,-4.9,-1.6,166,08272025,2025,04,02,O,20,519.5,1275.7,NA,NA,820.248,455.452,275.19492,161.50508,0.586875223,NA
83,2024_Both04_Hyp03_O31,Hyp,Warm,Hyp,Ambient,Both,Hyp,Both04,Hyp03,236.29008,153.30992,438.49026,213.30974,202.20018,59.99982,NA,NA,NA,NA,175.7,16.6,NA,194.8,17.1,NA,19.1,0.5,251,08262025,2025,04,03,O,31,730.4,1695.8,NA,NA,1154.18706,541.61294,715.6968,328.3032,0.458718273,NA
84,2024_Both04_Hyp04_O43,Hyp,Warm,Hyp,Ambient,Both,Hyp,Both04,Hyp04,215.23086,173.46914,318.62688,247.77312,103.39602,74.30398,NA,NA,NA,NA,166,16,NA,212.3,18.6,NA,46.3,2.6,356,08262025,2025,04,04,O,43,236.2,615.8,NA,NA,371.67078,244.12922,53.0439,-3.6439,-0.068695929,NA
85,2024_Both04_Hyp04_O44,Hyp,Warm,Hyp,Ambient,Both,Hyp,Both04,Hyp04,191.95488,145.74512,306.75138,199.84862,114.7965,54.1035,NA,NA,NA,NA,116,13.5,NA,165.5,16.2,NA,49.5,2.7,354,08262025,2025,04,04,O,44,410,975.4,NA,NA,646.8657,328.5343,340.11432,128.68568,0.378360076,NA
86,2024_Both04_Hyp06_O68,Hyp,Warm,Hyp,Ambient,Both,Hyp,Both04,Hyp06,793.17186,405.22814,1179.04644,639.35356,385.87458,234.12542,NA,NA,NA,NA,452.2,28.4,NA,412.1,25.9,NA,-40.1,-2.5,532,08252025,2025,04,06,O,68,1187.8,2719.3,NA,NA,1878.43422,840.86578,699.38778,201.51222,0.288126596,NA
87,2024_Both04_Warm01_O7,Hyp,Warm,Norm,Warm,Both,Warm,Both04,Warm01,178.81266,136.28734,374.5209,219.5791,195.70824,83.29176,NA,NA,NA,NA,148.8,15.7,NA,220.4,18.9,NA,71.6,3.2,25,08272025,2025,04,01,O,7,1064.2,2567.1,NA,NA,1682.72598,884.37402,1308.20508,664.79492,0.508173321,NA
88,2024_Both04_Warm03_O31,Hyp,Warm,Norm,Warm,Both,Warm,Both04,Warm03,271.5999,194.8001,509.1099,263.6901,237.51,68.89,NA,NA,NA,NA,213.7,19.3,NA,271.8,21.1,NA,58.1,1.8,220,08262025,2025,04,03,O,31,668.6,1569.1,NA,NA,1056.33294,512.76706,547.22304,249.07696,0.455165338,NA
89,2024_Both04_Warm03_O32,Hyp,Warm,Norm,Warm,Both,Warm,Both04,Warm03,268.11642,182.88358,477.75858,320.94142,209.64216,138.05784,NA,NA,NA,NA,234,18.8,NA,305.1,21.9,NA,71.1,3.1,221,08262025,2025,04,03,O,32,852.5,2048.6,NA,NA,1347.5202,701.0798,869.76162,380.13838,0.437060421,NA
90,2024_Both04_Warm04_O43,Hyp,Warm,Norm,Warm,Both,Warm,Both04,Warm04,469.99992,243.30008,782.2464,366.6536,312.24648,123.35352,NA,NA,NA,NA,258.2,21.8,NA,308.9,23.3,NA,50.7,1.5,315,08262025,2025,04,04,O,43,813.6,1927.1,NA,NA,1285.92594,641.17406,503.67954,274.52046,0.545030001,NA
91,2024_Both04_Warm04_O44,Hyp,Warm,Norm,Warm,Both,Warm,Both04,Warm04,274.29168,213.80832,661.27464,373.82536,386.98296,160.01704,NA,NA,NA,NA,235.9,19.3,NA,340,24,NA,104.1,4.7,323,08262025,2025,04,04,O,44,908.4,2248.7,NA,NA,1436.03226,812.66774,774.75762,438.84238,0.566425381,NA
92,2024_Both04_Warm05_O56,Hyp,Warm,Norm,Warm,Both,Warm,Both04,Warm05,473.32506,303.97494,766.57074,417.12926,293.24568,113.15432,NA,NA,"09.23.24, SKM changed O59 to O56 to match the photos, this was switched by accident on the physical data sheet. Phase 1 information and Sample_Name also updated.",NA,355.1,24.3,6/11/25 SKM added in unmatched data,379.6,24.8,NA,24.5,0.5,413,08252025,2025,04,05,O,56,1554,3564.9,NA,NA,2458.2753,1106.6247,1691.70456,689.49544,0.407574382,NA
93,2024_Both05_Both01_O10,Hyp,Warm,Hyp,Warm,Both,Both,Both05,Both01,217.28928,128.01072,307.38474,176.21526,90.09546,48.20454,NA,NA,NA,NA,146.8,16.5,NA,172.4,18.2,NA,25.6,1.7,94,08272025,2025,05,01,O,10,337.1,791.1,NA,NA,531.43584,259.66416,224.0511,83.4489,0.372454766,NA
94,2024_Both05_Both01_O9,Hyp,Warm,Hyp,Warm,Both,Both,Both05,Both01,586.6965,385.9035,804.57234,493.12766,217.87584,107.22416,NA,NA,NA,NA,324.2,23.5,NA,345,24.7,NA,20.8,1.2,90,08272025,2025,05,01,O,9,1021.9,2539.6,NA,NA,1615.74816,923.85184,811.17582,430.72418,0.53098745,NA
95,2024_Both05_Both02_O22,Hyp,Warm,Hyp,Warm,Both,Both,Both05,Both02,321.79368,223.60632,653.04096,306.75904,331.24728,83.15272,NA,NA,NA,NA,243.4,22.8,NA,267.3,23,NA,23.9,0.2,187,08272025,2025,05,02,O,22,870.4,2107,NA,Double,1375.86306,731.13694,722.8221,424.3779,0.587112514,NA
96,2024_Both05_Both03_O33,Hyp,Warm,Hyp,Warm,Both,Both,Both05,Both03,314.03502,204.46498,515.28516,324.61484,201.25014,120.14986,NA,NA,NA,NA,212.3,17.9,NA,321.1,22.6,NA,108.8,4.7,274,08262025,2025,05,03,O,33,616.2,1592.9,NA,NA,973.36278,619.53722,458.07762,294.92238,0.643826214,NA
97,2024_Both05_Both03_O34,Hyp,Warm,Hyp,Warm,Both,Both,Both05,Both03,359.32026,171.17974,592.71342,254.08658,233.39316,82.90684,NA,NA,NA,NA,226.3,21,NA,287,21.7,NA,60.7,0.7,280,08262025,2025,05,03,O,34,751.8,1908.6,NA,NA,1188.07182,720.52818,595.3584,466.4416,0.783463541,NA
98,2024_Both05_Both04_O45,Hyp,Warm,Hyp,Warm,Both,Both,Both05,Both04,187.83804,118.76196,283.79208,154.50792,95.95404,35.74596,NA,NA,NA,NA,141.6,15.4,NA,199.1,17.7,NA,57.5,2.3,373,08262025,2025,05,04,O,45,460.1,1093.3,NA,NA,726.19404,367.10596,442.40196,212.59804,0.480554019,NA
99,2024_Both05_Both04_O46,Hyp,Warm,Hyp,Warm,Both,Both,Both05,Both04,166.62048,118.97952,280.15026,168.94974,113.52978,49.97022,NA,NA,NA,NA,129,14.4,NA,180.1,17.3,NA,51.1,2.9,368,08262025,2025,05,04,O,46,250,629.5,NA,NA,393.5217,235.9783,113.37144,67.02856,0.591229678,NA
100,2024_Both05_Both05_O58,Hyp,Warm,Hyp,Warm,Both,Both,Both05,Both05,219.50604,121.89396,552.97008,273.02992,333.46404,151.13596,NA,NA,NA,NA,154.1,16,NA,246.9,20.9,NA,92.8,4.9,461,08252025,2025,05,05,O,58,1288.2,2852.5,NA,NA,2037.40758,815.09242,1484.4375,542.0625,0.365163572,NA
101,2024_Both05_Cont02_O22,Hyp,Warm,Norm,Ambient,Both,Cont,Both05,Cont02,383.54628,285.15372,643.38222,346.01778,259.83594,60.86406,NA,NA,NA,NA,276.3,22,NA,342.1,23.3,NA,65.8,1.3,106,08272025,2025,05,02,O,22,883.4,2178.8,NA,NA,1396.44726,782.35274,753.06504,436.33496,0.579412052,NA
102,2024_Both05_Cont03_O33,Hyp,Warm,Norm,Ambient,Both,Cont,Both05,Cont03,761.6622,322.1378,1188.54684,452.85316,426.88464,130.71536,NA,NA,NA,NA,287.3,22.9,NA,355.7,24.5,NA,68.4,1.6,200,08262025,2025,05,03,O,33,1617.1,3656.3,NA,Tube worm on it,2558.18784,1098.11216,1369.641,645.259,0.471115424,NA
103,2024_Both05_Cont03_O34,Hyp,Warm,Norm,Ambient,Both,Cont,Both05,Cont03,204.78042,122.81958,694.20936,379.69064,489.42894,256.87106,NA,NA,NA,NA,149,15.2,NA,368.5,25.7,NA,219.5,10.5,211,08262025,2025,05,03,O,34,767.1,1842.8,NA,NA,1212.29784,630.50216,518.08848,250.81152,0.484109432,NA
104,2024_Both05_Cont05_O58,Hyp,Warm,Norm,Ambient,Both,Cont,Both05,Cont05,246.10716,158.49284,647.6574,289.4426,401.55024,130.94976,NA,NA,NA,NA,163.7,17,NA,296.7,21.5,NA,133,4.5,394,08252025,2025,05,05,O,58,3088.8,7294.4,NA,NA,4888.47762,2405.92238,4240.82022,2116.47978,0.499073215,NA
105,2024_Both05_Cont06_O69,Hyp,Warm,Norm,Ambient,Both,Cont,Both05,Cont06,552.02004,370.17996,779.8713,460.4287,227.85126,90.24874,NA,NA,NA,NA,380.3,25.2,NA,351.9,25.1,NA,-28.4,-0.1,489,08252025,2025,05,06,O,69,720.2,1840.3,NA,NA,1138.03638,702.26362,358.16508,241.83492,0.675205188,NA
106,2024_Both05_Cont06_O70,Hyp,Warm,Norm,Ambient,Both,Cont,Both05,Cont06,177.07092,155.32908,329.55234,239.24766,152.48142,83.91858,NA,NA,NA,NA,159.9,16.4,NA,196.6,18.2,NA,36.7,1.8,503,08252025,2025,05,06,O,70,882.9,2200.3,NA,"Had to pull off of meso mesh, stuck to mesh",1395.65556,804.64444,1066.10322,565.39678,0.530339623,NA
107,2024_Both05_Hyp01_O9,Hyp,Warm,Hyp,Ambient,Both,Hyp,Both05,Hyp01,216.02256,139.77744,337.78602,185.01398,121.76346,45.23654,NA,NA,NA,NA,164.6,17.1,NA,208.9,18.5,NA,44.3,1.4,58,08272025,2025,05,01,O,9,692.6,1606.5,NA,NA,1094.33454,512.16546,756.54852,327.15148,0.432426304,NA
108,2024_Both05_Hyp03_O33,Hyp,Warm,Hyp,Ambient,Both,Hyp,Both05,Hyp03,285.53382,181.36618,476.6502,268.4498,191.11638,87.08362,NA,NA,NA,NA,191.7,17.4,NA,242.8,20.1,NA,51.1,2.7,263,08262025,2025,05,03,O,33,668.3,1726.8,NA,NA,1055.85792,670.94208,579.20772,402.49228,0.694901442,NA
109,2024_Both05_Hyp05_O57,Hyp,Warm,Hyp,Ambient,Both,Hyp,Both05,Hyp05,227.58138,208.71862,347.44476,281.95524,119.86338,73.23662,NA,NA,NA,NA,184.8,19.1,NA,211.7,19,NA,26.9,-0.1,445,08252025,2025,05,05,O,57,872.1,2416.4,NA,NA,1378.55484,1037.84516,1031.11008,755.88992,0.73308363,NA
110,2024_Both05_Hyp05_O58,Hyp,Warm,Hyp,Ambient,Both,Hyp,Both05,Hyp05,600.78876,304.11124,682.96722,363.73278,82.17846,59.62154,NA,NA,NA,NA,309.3,24,NA,298.6,23.4,NA,-10.7,-0.6,435,08252025,2025,05,05,O,58,1306.5,3243.4,NA,NA,2066.3838,1177.0162,1383.41658,813.28342,0.587880348,NA
111,2024_Both05_Hyp06_O69,Hyp,Warm,Hyp,Ambient,Both,Hyp,Both05,Hyp06,246.58218,160.81782,239.1402,152.5598,-7.44198,-8.25802,Y,NA,NA,"1/14/25 SKM Excluded due to negative shell growth, broken shell",160,16.6,NA,118.2,14.8,NA,-41.8,-1.8,548,08252025,2025,05,06,O,69,NA,NA,Dead,Dead,NA,NA,#VALUE!,#VALUE!,#VALUE!,Y
112,2024_Both05_Hyp06_O70,Hyp,Warm,Hyp,Ambient,Both,Hyp,Both05,Hyp06,151.57818,78.42182,157.75344,97.74656,6.17526,19.32474,NA,NA,NA,NA,120.5,15,NA,109.1,13.6,NA,-11.4,-1.4,549,08252025,2025,05,06,O,70,NA,NA,Dead,Dead,NA,NA,#VALUE!,#VALUE!,#VALUE!,Y
113,2024_Both05_Warm01_O10,Hyp,Warm,Norm,Warm,Both,Warm,Both05,Warm01,133.8441,75.8559,255.13254,131.16746,121.28844,55.31156,NA,NA,NA,NA,128.3,14.7,NA,190.4,17.9,NA,62.1,3.2,27,08272025,2025,05,01,O,10,326.1,757.7,NA,NA,514.01844,243.68156,258.8859,112.5141,0.434608837,NA
114,2024_Both05_Warm01_O9,Hyp,Warm,Norm,Warm,Both,Warm,Both05,Warm01,327.17724,216.62276,582.57966,333.22034,255.40242,116.59758,NA,NA,NA,NA,217.6,19.5,NA,334,25,NA,116.4,5.5,42,08272025,2025,05,01,O,9,570.4,1352.2,NA,NA,900.84306,451.35694,318.2634,118.1366,0.371191284,NA
115,2024_Both05_Warm02_O21,Hyp,Warm,Norm,Warm,Both,Warm,Both05,Warm02,345.70302,181.79698,634.67352,279.42648,288.9705,97.6295,NA,NA,NA,NA,196.8,18.4,NA,256.1,21,NA,59.3,2.6,123,08272025,2025,05,02,O,21,455,1029.7,NA,NA,718.1187,311.5813,83.44518,32.15482,0.385340651,NA
116,2024_Both05_Warm04_O45,Hyp,Warm,Norm,Warm,Both,Warm,Both05,Warm04,141.28608,106.11392,416.63934,252.06066,275.35326,145.94674,NA,NA,NA,NA,148.8,16.1,NA,237.9,19.5,NA,89.1,3.4,337,08262025,2025,05,04,O,45,671.9,1568.5,NA,NA,1061.55816,506.94184,644.91882,254.88118,0.395214362,NA
117,2024_Both05_Warm05_O57,Hyp,Warm,Norm,Warm,Both,Warm,Both05,Warm05,615.67272,409.92728,949.2951,587.3049,333.62238,177.37762,NA,NA,NA,NA,366.7,24,NA,465,26.4,NA,98.3,2.4,411,08252025,2025,05,05,O,57,1654.2,3941.1,NA,NA,2616.93198,1324.16802,1667.63688,736.86312,0.441860653,NA
118,2024_Both05_Warm05_O58,Hyp,Warm,Norm,Warm,Both,Warm,Both05,Warm05,178.81266,96.68734,373.25418,154.74582,194.44152,58.05848,NA,NA,NA,NA,130.5,15.7,NA,155,16.1,NA,24.5,0.4,419,08252025,2025,05,05,O,58,855,1888.2,NA,NA,1351.4787,536.7213,978.22452,381.97548,0.390478333,NA
119,2024_Both06_Both01_O11,Hyp,Warm,Hyp,Warm,Both,Both,Both06,Both01,510.53496,280.86504,713.84352,480.75648,203.30856,199.89144,NA,NA,NA,NA,230.2,20.7,NA,259.4,20.3,NA,29.2,-0.4,93,08272025,2025,06,01,O,11,1053.1,2511.6,NA,NA,1665.15024,846.44976,951.30672,365.69328,0.384411539,NA
120,2024_Both06_Both01_O12,Hyp,Warm,Hyp,Warm,Both,Both,Both06,Both01,188.94642,135.85358,215.54754,141.75246,26.60112,5.89888,NA,NA,NA,NA,107.8,13.9,NA,131.4,15.3,NA,23.6,1.4,80,08272025,2025,06,01,O,12,218.7,608.1,NA,NA,343.96128,264.13872,128.41374,122.38626,0.953062032,NA
121,2024_Both06_Both02_O23,Hyp,Warm,Hyp,Warm,Both,Both,Both06,Both02,1182.52992,737.67008,1659.76668,819.63332,477.23676,81.96324,NA,NA,NA,NA,567.3,29.1,NA,524.2,27.9,NA,-43.1,-1.2,182,08272025,2025,06,02,O,23,1340,3293.8,NA,NA,2119.4277,1174.3723,459.66102,354.73898,0.771740401,NA
122,2024_Both06_Both04_O48,Hyp,Warm,Hyp,Warm,Both,Both,Both06,Both04,126.87714,83.92286,194.0133,115.6867,67.13616,31.76384,NA,NA,NA,NA,92.7,12.8,NA,129.7,14.4,NA,37,1.6,385,08262025,2025,06,04,O,48,NA,NA,Dead,Dead,NA,NA,#VALUE!,#VALUE!,#VALUE!,Y
123,2024_Both06_Both06_O72,Hyp,Warm,Hyp,Warm,Both,Both,Both06,Both06,742.50306,499.29694,1149.12018,804.47982,406.61712,305.18288,NA,NA,NA,NA,453.8,28.4,NA,536.5,30.4,NA,82.7,2,555,08252025,2025,06,06,O,72,1212.9,2983.1,NA,NA,1918.17756,1064.92244,769.05738,260.44262,0.33865174,NA
124,2024_Both06_Cont01_O11,Hyp,Warm,Norm,Ambient,Both,Cont,Both06,Cont01,385.12968,226.37032,756.59532,425.40468,371.46564,199.03436,NA,NA,NA,NA,179.5,18,NA,366.8,24.9,NA,187.3,6.9,17,08272025,2025,06,01,O,11,NA,NA,Dead,Dead,NA,NA,#VALUE!,#VALUE!,#VALUE!,Y
125,2024_Both06_Cont01_O12,Hyp,Warm,Norm,Ambient,Both,Cont,Both06,Cont01,203.5137,119.7863,395.73846,176.56154,192.22476,56.77524,NA,NA,NA,NA,151.7,16.5,NA,243.6,20.6,NA,91.9,4.1,9,08272025,2025,06,01,O,12,NA,NA,Dead,Dead,NA,NA,#VALUE!,#VALUE!,#VALUE!,Y
126,2024_Both06_Cont03_O36,Hyp,Warm,Norm,Ambient,Both,Cont,Both06,Cont03,236.60676,181.19324,458.28276,297.81724,221.676,116.624,NA,NA,NA,NA,153.8,15.4,NA,231.9,20.1,NA,78.1,4.7,213,08262025,2025,06,03,O,36,629.5,1609.3,NA,NA,994.422,614.878,536.13924,317.06076,0.591377643,NA
127,2024_Both06_Cont04_O47,Hyp,Warm,Norm,Ambient,Both,Cont,Both06,Cont04,214.12248,165.47752,606.489,434.811,392.36652,269.33348,NA,NA,NA,NA,163.6,16.5,NA,374.9,25.6,NA,211.3,9.1,299,08262025,2025,06,04,O,47,1083,2872.9,NA,NA,1712.4939,1160.4061,1106.0049,725.5951,0.656050529,NA
128,2024_Both06_Cont05_O59,Hyp,Warm,Norm,Ambient,Both,Cont,Both06,Cont05,232.64826,120.75174,433.1067,228.3933,200.45844,107.64156,NA,NA,NA,NA,145.8,15.3,NA,213.5,19.6,NA,67.7,4.3,405,08252025,2025,06,05,O,59,1647,4015.3,NA,NA,2605.5315,1409.7685,2172.4248,1181.3752,0.543804876,NA
129,2024_Both06_Cont05_O60,Hyp,Warm,Norm,Ambient,Both,Cont,Both06,Cont05,173.4291,89.4709,237.71514,100.08486,64.28604,10.61396,NA,NA,NA,NA,127.8,14.1,NA,122.6,13.8,NA,-5.2,-0.3,406,08252025,2025,06,05,O,60,806.7,1829.8,NA,NA,1275.00048,554.79952,1037.28534,454.71466,0.43836989,NA
130,2024_Both06_Hyp01_O11,Hyp,Warm,Hyp,Ambient,Both,Hyp,Both06,Hyp01,771.63762,442.46238,1131.86112,576.93888,360.2235,134.4765,NA,NA,NA,NA,364.8,24.3,NA,389.9,25,NA,25.1,0.7,71,08272025,2025,06,01,O,11,NA,NA,Dead,Dead,NA,NA,#VALUE!,#VALUE!,#VALUE!,Y
131,2024_Both06_Hyp01_O12,Hyp,Warm,Hyp,Ambient,Both,Hyp,Both06,Hyp01,193.37994,149.72006,289.809,177.091,96.42906,27.37094,NA,NA,NA,NA,133.4,15.1,NA,150.6,16.1,NA,17.2,1,55,08272025,2025,06,01,O,12,446,1026.6,NA,NA,703.8681,322.7319,414.0591,145.6409,0.351739401,NA
132,2024_Both06_Hyp02_O23,Hyp,Warm,Hyp,Ambient,Both,Hyp,Both06,Hyp02,305.32632,254.67368,644.01558,371.18442,338.68926,116.51074,NA,NA,NA,"9.26.24 SKM changed from P 23 to O23 and phase 1 info, typo in entering the data",255.6,21.3,NA,240.5,20.2,6/11/25 SKM added in unmatched data to correct corrected bee tag,-15.1,-1.1,148,08272025,2025,06,02,O,23,976.5,2618.9,NA,NA,1543.8618,1075.0382,899.84622,703.85378,0.782193406,NA
133,2024_Both06_Hyp04_O47,Hyp,Warm,Hyp,Ambient,Both,Hyp,Both06,Hyp04,131.78568,81.01432,175.64586,109.15414,43.86018,28.13982,NA,NA,NA,NA,85,11.2,NA,128.5,15.3,NA,43.5,4.1,346,08262025,2025,06,04,O,47,202,482,NA,NA,317.5185,164.4815,141.87264,55.32736,0.389979069,NA
134,2024_Both06_Hyp04_O48,Hyp,Warm,Hyp,Ambient,Both,Hyp,Both06,Hyp04,273.02496,169.87504,401.28036,224.11964,128.2554,54.2446,NA,NA,NA,NA,172.2,16.6,NA,230.8,18.8,NA,58.6,2.2,351,08262025,2025,06,04,O,48,308.1,753.2,NA,NA,485.51724,267.68276,84.23688,43.56312,0.517150208,NA
135,2024_Both06_Hyp05_O59,Hyp,Warm,Hyp,Ambient,Both,Hyp,Both06,Hyp05,280.15026,161.34974,356.3118,194.7882,76.16154,33.43846,NA,NA,NA,NA,145.7,16.1,NA,188.9,18.7,NA,43.2,2.6,446,08252025,2025,06,05,O,59,1281.9,2957.7,NA,Stuck to another w/a mussel,2027.43216,930.26784,1671.12036,735.47964,0.44011171,NA
136,2024_Both06_Warm01_O11,Hyp,Warm,Norm,Warm,Both,Warm,Both06,Warm01,536.8194,308.0806,673.15014,374.34986,136.33074,66.26926,NA,NA,NA,Extra oyster in this mesocosm-- untagged. We checked mesos before the experiment so was this a double??,321.2,24.2,NA,376.7,24.8,NA,55.5,0.6,36,08272025,2025,06,01,O,11,840.3,2089.4,NA,NA,1328.20272,761.19728,655.05258,386.84742,0.590559341,NA
137,2024_Both06_Warm01_O12,Hyp,Warm,Norm,Warm,Both,Warm,Both06,Warm01,172.6374,150.1626,320.05194,230.64806,147.41454,80.48546,NA,NA,NA,NA,170.3,16.4,NA,239.2,18.9,NA,68.9,2.5,43,08272025,2025,06,01,O,12,537.4,1504.7,NA,NA,848.59086,656.10914,528.53892,425.46108,0.804975876,NA
138,2024_Both06_Warm02_O23,Hyp,Warm,Norm,Warm,Both,Warm,Both06,Warm02,173.27076,157.22924,313.71834,238.08166,140.44758,80.85242,NA,NA,NA,NA,118.4,15.1,NA,220.8,19.4,NA,102.4,4.3,141,08272025,2025,06,02,O,23,346.5,957.9,NA,NA,546.3198,411.5802,232.60146,173.49854,0.745904776,NA
139,2024_Both06_Warm04_O47,Hyp,Warm,Norm,Warm,Both,Warm,Both06,Warm04,175.17084,134.02916,361.8537,257.5463,186.68286,123.51714,NA,NA,NA,NA,142.6,15.7,NA,213.8,20.9,NA,71.2,5.2,335,08262025,2025,06,04,O,47,465.4,1171.2,NA,NA,734.58606,436.61394,372.73236,179.06764,0.480418818,NA
140,2024_Both06_Warm04_O48,Hyp,Warm,Norm,Warm,Both,Warm,Both06,Warm04,562.62882,354.37118,1043.5074,423.5926,480.87858,69.22142,NA,NA,NA,NA,343.7,22.3,NA,336.5,24.9,NA,-7.2,2.6,325,08262025,2025,06,04,O,48,1265.5,3096.1,NA,NA,2001.4644,1094.6356,957.957,671.043,0.700493864,NA
