Tank_num,Date / Time,pH Value,mV Value,Temperature,Average Slope,Date / Time,Salinity Value,Conductance Value,Temperature,Salinity Type,Reference Temperature,Cell Constant,Date / Time,Concentration Value,Saturation Value,Partial Pressure,Solution Temperature,Barometric Pressure,Salinity Correction,Slope,,Notes
9,6/7/2024 9:06,7.27 pH,-9.9 mV,22.7 °C,89.00%,6/7/2024 9:06,9.822 psu,33.456 mS,22.7 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 9:06,5.99 mg/L,74.1 % sat,114.4 Torr,22.6 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
10,6/7/2024 9:07,7.55 pH,-25.3 mV,22.7 °C,89.00%,6/7/2024 9:07,9.818 psu,33.476 mS,22.7 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 9:07,6.85 mg/L,84.7 % sat,130.7 Torr,22.6 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
11,6/7/2024 9:09,7.36 pH,-14.9 mV,22.7 °C,89.00%,6/7/2024 9:09,9.822 psu,33.464 mS,22.7 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 9:09,5.93 mg/L,73.3 % sat,113.1 Torr,22.6 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
12,6/7/2024 9:09,7.34 pH,-14.0 mV,22.7 °C,89.00%,6/7/2024 9:09,9.820 psu,33.455 mS,22.7 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 9:09,6.19 mg/L,76.5 % sat,118.0 Torr,22.6 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
13,6/7/2024 9:11,7.49 pH,-22.3 mV,23.7 °C,89.00%,6/7/2024 9:11,9.832 psu,34.184 mS,23.7 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 9:11,6.70 mg/L,84.3 % sat,129.9 Torr,23.5 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
14,6/7/2024 9:13,7.11 pH,-1.3 mV,23.6 °C,89.00%,6/7/2024 9:13,9.797 psu,34.039 mS,23.6 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 9:13,4.69 mg/L,58.9 % sat,90.7 Torr,23.5 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
15,6/7/2024 9:20,7.45 pH,-19.8 mV,23.7 °C,89.00%,6/7/2024 9:20,9.825 psu,34.194 mS,23.7 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 9:20,6.45 mg/L,81.2 % sat,125.2 Torr,23.6 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
16,6/7/2024 9:21,7.40 pH,-17.2 mV,23.7 °C,89.00%,6/7/2024 9:21,9.826 psu,34.193 mS,23.7 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 9:21,6.36 mg/L,80.0 % sat,123.2 Torr,23.6 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
17,6/7/2024 9:23,7.36 pH,-15.1 mV,23.7 °C,89.00%,6/7/2024 9:23,9.818 psu,34.159 mS,23.7 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 9:23,6.10 mg/L,76.8 % sat,118.4 Torr,23.6 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
18,6/7/2024 9:24,7.37 pH,-15.5 mV,23.7 °C,89.00%,6/7/2024 9:24,9.811 psu,34.158 mS,23.7 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 9:24,6.15 mg/L,77.4 % sat,119.3 Torr,23.6 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
19,6/7/2024 9:25,7.42 pH,-18.0 mV,23.7 °C,89.00%,6/7/2024 9:25,9.825 psu,34.158 mS,23.7 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 9:25,6.34 mg/L,79.8 % sat,123.0 Torr,23.6 °C,753.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
20,6/7/2024 9:26,7.48 pH,-21.4 mV,23.7 °C,89.00%,6/7/2024 9:26,9.827 psu,34.175 mS,23.7 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 9:26,6.53 mg/L,82.2 % sat,126.7 Torr,23.6 °C,753.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
21,6/7/2024 9:28,7.13 pH,-2.4 mV,23.5 °C,89.00%,6/7/2024 9:28,9.776 psu,33.873 mS,23.5 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 9:28,4.66 mg/L,58.4 % sat,90.0 Torr,23.4 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
22,6/7/2024 9:29,7.42 pH,-18.3 mV,23.7 °C,89.00%,6/7/2024 9:29,9.823 psu,34.150 mS,23.7 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 9:29,6.30 mg/L,79.2 % sat,122.1 Torr,23.6 °C,753.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
23,6/7/2024 9:31,7.26 pH,-9.3 mV,23.6 °C,89.00%,6/7/2024 9:31,9.807 psu,34.092 mS,23.6 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 9:31,5.73 mg/L,72.0 % sat,110.9 Torr,23.5 °C,753.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
24,6/7/2024 9:32,7.27 pH,-10.3 mV,23.7 °C,89.00%,6/7/2024 9:32,9.779 psu,34.008 mS,23.7 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 9:32,5.72 mg/L,72.0 % sat,110.9 Torr,23.6 °C,753.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
1,6/7/2024 14:25,7.41 pH,-17.6 mV,23.0 °C,89.00%,6/7/2024 14:25,9.780 psu,33.562 mS,23.0 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 14:25,6.18 mg/L,76.9 % sat,118.5 Torr,22.9 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
2,6/7/2024 14:25,7.51 pH,-23.1 mV,23.1 °C,89.00%,6/7/2024 14:25,9.776 psu,33.584 mS,23.1 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 14:25,6.51 mg/L,81.1 % sat,124.9 Torr,23.0 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
3,6/7/2024 14:27,7.51 pH,-23.2 mV,23.0 °C,89.00%,6/7/2024 14:27,9.772 psu,33.556 mS,23.0 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 14:27,6.37 mg/L,79.3 % sat,122.2 Torr,23.0 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
4,6/7/2024 14:28,7.55 pH,-25.3 mV,23.1 °C,89.00%,6/7/2024 14:28,9.780 psu,33.588 mS,23.1 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 14:28,6.47 mg/L,80.7 % sat,124.3 Torr,23.0 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
5,6/7/2024 14:29,7.55 pH,-25.2 mV,23.1 °C,89.00%,6/7/2024 14:29,9.774 psu,33.576 mS,23.1 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 14:29,6.44 mg/L,80.3 % sat,123.7 Torr,23.0 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
6,6/7/2024 14:30,7.60 pH,-27.8 mV,23.0 °C,89.00%,6/7/2024 14:30,9.772 psu,33.541 mS,23.0 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 14:30,6.54 mg/L,81.5 % sat,125.5 Torr,22.9 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
7,6/7/2024 14:33,7.30 pH,-11.7 mV,23.0 °C,89.00%,6/7/2024 14:33,9.777 psu,33.533 mS,23.0 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 14:33,1.32 mg/L,16.4 % sat,25.2 Torr,22.9 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
8,6/7/2024 14:35,7.27 pH,-10.1 mV,23.0 °C,89.00%,6/7/2024 14:35,9.780 psu,33.569 mS,23.0 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 14:35,1.21 mg/L,15.1 % sat,23.2 Torr,22.9 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
9,6/7/2024 14:36,7.28 pH,-10.5 mV,23.0 °C,89.00%,6/7/2024 14:36,9.779 psu,33.536 mS,23.0 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 14:36,1.28 mg/L,15.9 % sat,24.4 Torr,22.9 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
10,6/7/2024 14:38,7.30 pH,-11.6 mV,23.0 °C,89.00%,6/7/2024 14:38,9.783 psu,33.565 mS,23.0 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 14:38,1.26 mg/L,15.7 % sat,24.2 Torr,22.9 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
11,6/7/2024 14:40,7.09 pH,-0.3 mV,22.8 °C,89.00%,6/7/2024 14:40,9.803 psu,33.461 mS,22.8 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 14:40,3.07 mg/L,38.1 % sat,58.8 Torr,22.7 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
12,6/7/2024 14:42,7.31 pH,-12.5 mV,23.0 °C,89.00%,6/7/2024 14:42,9.785 psu,33.570 mS,23.0 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 14:42,1.29 mg/L,16.1 % sat,24.9 Torr,22.9 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
13,6/7/2024 14:44,7.26 pH,-9.4 mV,23.9 °C,89.00%,6/7/2024 14:44,9.791 psu,34.226 mS,23.9 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 14:44,1.00 mg/L,12.6 % sat,19.3 Torr,23.8 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
14,6/7/2024 14:46,7.09 pH,-0.1 mV,23.8 °C,89.00%,6/7/2024 14:46,9.790 psu,34.132 mS,23.8 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 14:46,1.82 mg/L,23.0 % sat,35.4 Torr,23.7 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
15,6/7/2024 14:48,7.42 pH,-18.2 mV,24.1 °C,89.00%,6/7/2024 14:48,9.778 psu,34.318 mS,24.1 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 14:48,0.36 mg/L,4.6 % sat,7.0 Torr,24.0 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
16,6/7/2024 14:50,7.29 pH,-11.1 mV,24.0 °C,89.00%,6/7/2024 14:50,9.786 psu,34.258 mS,24.0 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 14:50,0.84 mg/L,10.7 % sat,16.5 Torr,23.9 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
17,6/7/2024 14:52,7.31 pH,-12.3 mV,24.0 °C,89.00%,6/7/2024 14:52,9.786 psu,34.261 mS,24.0 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 14:52,0.65 mg/L,8.2 % sat,12.7 Torr,23.9 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
18,6/7/2024 14:54,7.39 pH,-16.5 mV,24.1 °C,89.00%,6/7/2024 14:54,9.778 psu,34.287 mS,24.1 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 14:54,0.42 mg/L,5.3 % sat,8.1 Torr,24.0 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
19,6/7/2024 14:56,7.37 pH,-15.8 mV,24.0 °C,89.00%,6/7/2024 14:56,9.786 psu,34.282 mS,24.0 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 14:56,6.22 mg/L,78.9 % sat,121.3 Torr,23.9 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
20,6/7/2024 14:57,7.25 pH,-8.8 mV,23.9 °C,89.00%,6/7/2024 14:57,9.800 psu,34.210 mS,23.9 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 14:57,5.78 mg/L,73.0 % sat,112.4 Torr,23.8 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
21,6/7/2024 14:59,7.30 pH,-11.6 mV,23.9 °C,89.00%,6/7/2024 14:59,9.791 psu,34.229 mS,23.9 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 14:59,5.95 mg/L,75.3 % sat,115.9 Torr,23.8 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
22,6/7/2024 15:01,7.17 pH,-4.6 mV,23.7 °C,89.00%,6/7/2024 15:01,9.803 psu,34.094 mS,23.7 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 15:01,5.49 mg/L,69.1 % sat,106.4 Torr,23.6 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
23,6/7/2024 15:02,7.30 pH,-11.5 mV,23.9 °C,89.00%,6/7/2024 15:02,9.790 psu,34.224 mS,23.9 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 15:02,6.13 mg/L,77.6 % sat,119.3 Torr,23.8 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
24,6/7/2024 15:03,7.51 pH,-23.4 mV,24.1 °C,89.00%,6/7/2024 15:03,9.781 psu,34.337 mS,24.1 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/7/2024 15:03,6.71 mg/L,85.2 % sat,130.9 Torr,24.0 °C,752.0 mmHg,9.8 ppt,1.561 Torr/%Sat,,
24,6/8/2024 9:27,7.78 pH,-39.6 mV,24.0 °C,89.00%,6/8/2024 9:27,9.606 psu,33.703 mS,24.0 °C,Practical Salinity,,,6/8/2024 9:27,7.37 mg/L,92.6 % sat,143.3 Torr,23.9 °C,,,,,
23,6/8/2024 9:00,7.28 pH,-12.5 mV,23.7 °C,89.00%,6/8/2024 9:00,9.720 psu,33.821 mS,23.7 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/8/2024 9:00,5.86 mg/L,73.1 % sat,113.2 Torr,23.5 °C,757.0 mmHg,9.7 ppt,1.556 Torr/%Sat,,
22,6/8/2024 9:01,7.48 pH,-23.6 mV,23.9 °C,89.00%,6/8/2024 9:01,9.659 psu,33.799 mS,23.9 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/8/2024 9:01,6.83 mg/L,85.6 % sat,132.5 Torr,23.8 °C,757.0 mmHg,9.7 ppt,1.556 Torr/%Sat,,
21,6/8/2024 9:02,7.41 pH,-19.7 mV,23.9 °C,89.00%,6/8/2024 9:02,9.692 psu,33.885 mS,23.9 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/8/2024 9:02,6.74 mg/L,84.5 % sat,130.7 Torr,23.8 °C,757.0 mmHg,9.7 ppt,1.556 Torr/%Sat,,
20,6/8/2024 9:03,7.37 pH,-17.5 mV,23.9 °C,89.00%,6/8/2024 9:03,9.697 psu,33.870 mS,23.9 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/8/2024 9:03,6.63 mg/L,83.1 % sat,128.6 Torr,23.8 °C,757.0 mmHg,9.7 ppt,1.556 Torr/%Sat,,
19,6/8/2024 9:04,7.44 pH,-21.3 mV,23.9 °C,89.00%,6/8/2024 9:04,9.664 psu,33.803 mS,23.9 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/8/2024 9:04,6.82 mg/L,85.6 % sat,132.4 Torr,23.8 °C,757.0 mmHg,9.6 ppt,1.556 Torr/%Sat,,
18,6/8/2024 9:05,7.60 pH,-29.8 mV,24.1 °C,89.00%,6/8/2024 9:05,9.591 psu,33.714 mS,24.1 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/8/2024 9:05,7.01 mg/L,88.2 % sat,136.4 Torr,24.0 °C,757.0 mmHg,9.8 ppt,1.556 Torr/%Sat,,
17,6/8/2024 9:07,7.16 pH,-6.3 mV,23.5 °C,89.00%,6/8/2024 9:07,9.776 psu,33.851 mS,23.5 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/8/2024 9:07,1.87 mg/L,23.3 % sat,36.0 Torr,23.4 °C,757.0 mmHg,9.7 ppt,1.556 Torr/%Sat,,
16,6/8/2024 9:08,7.18 pH,-7.3 mV,23.8 °C,89.00%,6/8/2024 9:08,9.717 psu,33.915 mS,23.8 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/8/2024 9:08,5.38 mg/L,67.4 % sat,104.3 Torr,23.7 °C,757.0 mmHg,9.7 ppt,1.556 Torr/%Sat,,
15,6/8/2024 9:09,7.39 pH,-18.4 mV,24.0 °C,89.00%,6/8/2024 9:09,9.651 psu,33.812 mS,24.0 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/8/2024 9:09,6.31 mg/L,79.2 % sat,122.5 Torr,23.9 °C,757.0 mmHg,9.6 ppt,1.556 Torr/%Sat,,
14,6/8/2024 9:10,7.38 pH,-18.2 mV,24.0 °C,89.00%,6/8/2024 9:10,9.634 psu,33.782 mS,24.0 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/8/2024 9:10,6.48 mg/L,81.4 % sat,125.9 Torr,23.9 °C,757.0 mmHg,9.6 ppt,1.556 Torr/%Sat,,
13,6/8/2024 9:12,7.53 pH,-25.8 mV,23.0 °C,89.00%,6/8/2024 9:12,9.587 psu,32.952 mS,23.0 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/8/2024 9:12,6.93 mg/L,85.6 % sat,132.6 Torr,23.0 °C,757.0 mmHg,9.7 ppt,1.556 Torr/%Sat,,
12,6/8/2024 9:14,7.32 pH,-14.8 mV,22.9 °C,89.00%,6/8/2024 9:14,9.666 psu,33.114 mS,22.9 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/8/2024 9:14,6.15 mg/L,75.8 % sat,117.4 Torr,22.8 °C,757.0 mmHg,9.6 ppt,1.556 Torr/%Sat,,
11,6/8/2024 9:15,7.49 pH,-24.0 mV,23.0 °C,89.00%,6/8/2024 9:15,9.597 psu,32.947 mS,23.0 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/8/2024 9:15,6.78 mg/L,83.6 % sat,129.5 Torr,22.9 °C,757.0 mmHg,9.6 ppt,1.556 Torr/%Sat,,
10,6/8/2024 9:16,7.56 pH,-27.4 mV,23.0 °C,89.00%,6/8/2024 9:16,9.593 psu,32.952 mS,23.0 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/8/2024 9:16,6.95 mg/L,85.8 % sat,132.9 Torr,22.9 °C,757.0 mmHg,9.6 ppt,1.556 Torr/%Sat,,
9,6/8/2024 9:17,7.51 pH,-24.9 mV,23.0 °C,89.00%,6/8/2024 9:17,9.593 psu,32.946 mS,23.0 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/8/2024 9:17,6.78 mg/L,83.6 % sat,129.6 Torr,22.9 °C,757.0 mmHg,9.6 ppt,1.556 Torr/%Sat,,
8,6/8/2024 9:18,7.55 pH,-26.9 mV,23.0 °C,89.00%,6/8/2024 9:18,9.595 psu,32.939 mS,23.0 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/8/2024 9:18,7.00 mg/L,86.3 % sat,133.7 Torr,22.9 °C,757.0 mmHg,9.6 ppt,1.556 Torr/%Sat,,
7,6/8/2024 9:20,7.51 pH,-25.0 mV,23.0 °C,89.00%,6/8/2024 9:20,9.594 psu,32.930 mS,23.0 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/8/2024 9:20,6.42 mg/L,79.1 % sat,122.5 Torr,22.9 °C,757.0 mmHg,9.6 ppt,1.556 Torr/%Sat,,
6,6/8/2024 9:21,7.53 pH,-25.9 mV,23.0 °C,89.00%,6/8/2024 9:21,9.597 psu,32.952 mS,23.0 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/8/2024 9:21,6.61 mg/L,81.5 % sat,126.3 Torr,22.9 °C,757.0 mmHg,9.6 ppt,1.556 Torr/%Sat,,
5,6/8/2024 9:22,7.52 pH,-25.2 mV,23.0 °C,89.00%,6/8/2024 9:22,9.600 psu,32.949 mS,23.0 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/8/2024 9:22,6.60 mg/L,81.4 % sat,126.2 Torr,22.9 °C,757.0 mmHg,9.6 ppt,1.556 Torr/%Sat,,
4,6/8/2024 9:23,7.49 pH,-24.1 mV,23.0 °C,89.00%,6/8/2024 9:23,9.602 psu,32.951 mS,23.0 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/8/2024 9:23,6.63 mg/L,81.7 % sat,126.6 Torr,22.9 °C,757.0 mmHg,9.6 ppt,1.556 Torr/%Sat,,
3,6/8/2024 9:23,7.56 pH,-27.4 mV,23.0 °C,89.00%,6/8/2024 9:23,9.598 psu,32.956 mS,23.0 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/8/2024 9:23,6.72 mg/L,82.9 % sat,128.4 Torr,22.9 °C,757.0 mmHg,9.6 ppt,1.556 Torr/%Sat,,
2,6/8/2024 9:25,7.48 pH,-23.4 mV,22.9 °C,89.00%,6/8/2024 9:25,9.596 psu,32.921 mS,22.9 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/8/2024 9:25,6.43 mg/L,79.2 % sat,122.7 Torr,22.8 °C,757.0 mmHg,9.6 ppt,,,
1,6/8/2024 9:27,7.78 pH,-39.6 mV,24.0 °C,89.00%,6/8/2024 9:27,9.606 psu,33.703 mS,24.0 °C,Practical Salinity,,,6/8/2024 9:27,7.37 mg/L,92.6 % sat,143.3 Torr,23.9 °C,,,,,
1,6/8/2024,7.57 pH,,23.4°C,,,9.541 psu,,,,,,,6.91 mg/L,,,,,,,,"Afternoon tanks accidentally taken in wrong order, data was written rather than logged. "
2,6/8/2024,7.71 pH,,23.6°C,,,9.541 psu,,,,,,,7.03 mg/L,,,,,,,,
3,6/8/2024,7.63 pH,,23.5°C,,,9.555 psu,,,,,,,6.84 mg/L,,,,,,,,
4,6/8/2024,7.67 pH,,23.5°C,,,9.543 psu,,,,,,,6.94 mg/L,,,,,,,,
5,6/8/2024,7.44 pH,,23.3°C,,,9.562 psu,,,,,,,6.47 mg/L,,,,,,,,
6,6/8/2024,7.65 pH,,23.4°C,,,9.576 psu,,,,,,,6.89 mg/L,,,,,,,,
7,6/8/2024,7.67 pH,,23.4°C,,,9.559 psu,,,,,,,1.52  mg/L,,,,,,,,
8,6/8/2024,7.58 pH,,23.4°C,,,9.548 psu,,,,,,,1.48 mg/L,,,,,,,,
9,6/8/2024,7.61 pH,,23.5°C,,,9.550 psu,,,,,,,1.51 mg/L,,,,,,,,
10,6/8/2024,7.59 pH,,23.5°C,,,9.545 psu,,,,,,,1.51 mg/L,,,,,,,,
11,6/8/2024,7.27 pH,,23.3°C,,,9.576 psu,,,,,,,2.42 mg/L,,,,,,,,
12,6/8/2024,7.55 pH,,23.5°C,,,9.553 psu,,,,,,,1.57 mg/L,,,,,,,,
13,6/8/2024,7.44 pH,,24.6°C,,,9.558 psu,,,,,,,0.83 mg/L,,,,,,,,
14,6/8/2024,7.35 pH,,24.5°C,,,9.558 psu,,,,,,,0.84 mg/L,,,,,,,,
15,6/8/2024,7.34 pH,,24.5°C,,,9.562 psu,,,,,,,0.92 mg/L,,,,,,,,
16,6/8/2024,7.19 pH,,24.2°C,,,9.599 psu,,,,,,,1.65 mg/L,,,,,,,,
17,6/8/2024,7.33 pH,,24.4°C,,,9.572 psu,,,,,,,0.98 mg/L,,,,,,,,
18,6/8/2024,7.46 pH,,24.6°C,,,9.561 psu,,,,,,,0.96 mg/L,,,,,,,,
19,6/8/2024,7.65 pH,,24.7°C,,,9.554 psu,,,,,,,6.86 mg/L,,,,,,,,
20,6/8/2024,7.68 pH,,24.7°C,,,9.551 psu,,,,,,,7.02 mg/L,,,,,,,,
21,6/8/2024,7.71 pH,,24.7°C,,,9.557 psu,,,,,,,7.04 mg/L,,,,,,,,
22,6/8/2024,7.39 pH,,24.4°C,,,9.578 psu,,,,,,,6.36 mg/L,,,,,,,,
23,6/8/2024,7.27 pH,,24.2°C,,,9.586 psu,,,,,,,5.99 mg/L,,,,,,,,
24,6/8/2024,7.54 pH,,24.6°C,,,9.571 psu,,,,,,,6.73 mg/L,,,,,,,,
24,6/9/2024 9:19,7.63 pH,-29.9 mV,24.5 °C,88.50%,6/9/2024 9:19,9.422 psu,33.434 mS,24.5 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/9/2024 9:19,6.87 mg/L,87.6 % sat,133.6 Torr,24.4 °C,753.0 mmHg,9.4 ppt,1.547 Torr/%Sat,,
23,6/9/2024 9:20,7.38 pH,-16.8 mV,24.4 °C,88.50%,6/9/2024 9:20,9.436 psu,33.375 mS,24.4 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/9/2024 9:20,6.16 mg/L,78.3 % sat,119.4 Torr,24.3 °C,753.0 mmHg,9.4 ppt,1.547 Torr/%Sat,,
22,6/9/2024 9:21,7.40 pH,-17.8 mV,24.4 °C,88.50%,6/9/2024 9:21,9.441 psu,33.405 mS,24.4 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/9/2024 9:21,6.33 mg/L,80.5 % sat,122.7 Torr,24.3 °C,753.0 mmHg,9.4 ppt,1.547 Torr/%Sat,,
21,6/9/2024 9:22,7.65 pH,-31.1 mV,24.6 °C,88.50%,6/9/2024 9:22,9.423 psu,33.458 mS,24.6 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/9/2024 9:22,6.92 mg/L,88.2 % sat,134.5 Torr,24.4 °C,753.0 mmHg,9.4 ppt,1.547 Torr/%Sat,,
20,6/9/2024 9:23,7.65 pH,-31.4 mV,24.6 °C,88.50%,6/9/2024 9:23,9.422 psu,33.461 mS,24.6 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/9/2024 9:23,7.02 mg/L,89.6 % sat,136.6 Torr,24.5 °C,753.0 mmHg,9.4 ppt,1.547 Torr/%Sat,,
19,6/9/2024 9:23,7.65 pH,-31.1 mV,24.5 °C,88.50%,6/9/2024 9:23,9.422 psu,33.451 mS,24.5 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/9/2024 9:23,6.98 mg/L,89.1 % sat,135.7 Torr,24.5 °C,752.0 mmHg,9.4 ppt,1.547 Torr/%Sat,,
18,6/9/2024 9:25,7.14 pH,-3.7 mV,24.6 °C,88.50%,6/9/2024 9:25,9.427 psu,33.470 mS,24.6 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/9/2024 9:25,6.95 mg/L,88.7 % sat,135.1 Torr,24.4 °C,752.0 mmHg,9.4 ppt,1.547 Torr/%Sat,,
17,6/9/2024 9:26,7.09 pH,-0.8 mV,24.5 °C,88.50%,6/9/2024 9:26,9.432 psu,33.429 mS,24.5 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/9/2024 9:26,6.61 mg/L,84.2 % sat,128.3 Torr,24.4 °C,752.0 mmHg,9.4 ppt,1.547 Torr/%Sat,,
16,6/9/2024 9:27,7.11 pH,-2.3 mV,24.5 °C,88.50%,6/9/2024 9:27,9.424 psu,33.454 mS,24.5 °C,Practical Salinity,15.0 °C,0.4750 /cm,6/9/2024 9:27,6.87 mg/L,87.6 % sat,133.5 Torr,24.4 °C,752.0 mmHg,9.4 ppt,1.547 Torr/%Sat,,
