date,time,tank_num,temp_C,oxygen_conc_mgL,treatment,DO_treat,temp_treat,date_time,pH,cycle,measurement_error
8/1/24,1510,17,30.9,0.94,both,hypoxic,warm,8/1/24 15:10,7.61,hypoxic,
8/1/24,1512,16,30.7,0.82,both,hypoxic,warm,8/1/24 15:12,7.6,hypoxic,
8/1/24,1514,15,30.8,0.92,both,hypoxic,warm,8/1/24 15:14,7.62,hypoxic,
8/1/24,1516,14,30.8,1.07,both,hypoxic,warm,8/1/24 15:16,7.6,hypoxic,
8/1/24,1518,13,30.8,0.72,both,hypoxic,warm,8/1/24 15:18,7.6,hypoxic,
8/1/24,1520,12,27.9,0.57,hypoxic,hypoxic,ambient,8/1/24 15:20,7.52,hypoxic,
8/1/24,1522,11,28,0.3,hypoxic,hypoxic,ambient,8/1/24 15:22,7.57,hypoxic,
8/1/24,1525,10,28,0.46,hypoxic,hypoxic,ambient,8/1/24 15:25,7.6,hypoxic,
8/1/24,1526,9,28.2,0.37,hypoxic,hypoxic,ambient,8/1/24 15:26,7.66,hypoxic,
8/1/24,1528,8,28.1,0.32,hypoxic,hypoxic,ambient,8/1/24 15:28,7.66,hypoxic,
8/1/24,1531,7,28.1,0.28,hypoxic,hypoxic,ambient,8/1/24 15:31,7.64,hypoxic,
8/1/24,1533,6,28.2,6.41,control,normoxic,ambient,8/1/24 15:33,7.77,hypoxic,
8/1/24,1534,5,28,6.6,control,normoxic,ambient,8/1/24 15:34,7.73,hypoxic,
8/1/24,1535,4,28.1,6.62,control,normoxic,ambient,8/1/24 15:35,7.73,hypoxic,
8/1/24,1536,3,28.1,6.43,control,normoxic,ambient,8/1/24 15:36,7.72,hypoxic,
8/1/24,1538,2,28.2,6.5,control,normoxic,ambient,8/1/24 15:38,7.72,hypoxic,
8/1/24,1539,1,28.3,6.75,control,normoxic,ambient,8/1/24 15:39,7.76,hypoxic,
8/2/24,851,1,27.7,6.67,control,normoxic,ambient,8/2/24 8:51,7.48,normoxic,
8/2/24,851,2,27.7,6.67,control,normoxic,ambient,8/2/24 8:51,7.46,normoxic,
8/2/24,852,3,27.6,6.71,control,normoxic,ambient,8/2/24 8:52,7.47,normoxic,
8/2/24,853,4,27.6,6.73,control,normoxic,ambient,8/2/24 8:53,7.46,normoxic,
8/2/24,854,5,27.4,6.68,control,normoxic,ambient,8/2/24 8:54,7.48,normoxic,
8/2/24,854,6,27.6,6.78,control,normoxic,ambient,8/2/24 8:54,7.49,normoxic,
8/2/24,855,7,27.6,6.68,hypoxic,hypoxic,ambient,8/2/24 8:55,7.4,normoxic,
8/2/24,856,8,27.6,6.61,hypoxic,hypoxic,ambient,8/2/24 8:56,7.44,normoxic,
8/2/24,857,9,27.7,6.73,hypoxic,hypoxic,ambient,8/2/24 8:57,7.51,normoxic,
8/2/24,857,10,27.7,6.82,hypoxic,hypoxic,ambient,8/2/24 8:57,7.56,normoxic,
8/2/24,858,11,27.6,6.78,hypoxic,hypoxic,ambient,8/2/24 8:58,7.55,normoxic,
8/2/24,900,12,27.4,5.9,hypoxic,hypoxic,ambient,8/2/24 9:00,7.41,normoxic,
8/2/24,901,13,30.2,5.83,both,hypoxic,warm,8/2/24 9:01,7.62,normoxic,
8/2/24,902,14,30.4,6.11,both,hypoxic,warm,8/2/24 9:02,7.62,normoxic,
8/2/24,903,15,30.3,6.23,both,hypoxic,warm,8/2/24 9:03,7.65,normoxic,
8/2/24,904,16,30.3,6.25,both,hypoxic,warm,8/2/24 9:04,7.65,normoxic,
8/2/24,905,17,30.4,6.23,both,hypoxic,warm,8/2/24 9:05,7.63,normoxic,
8/2/24,906,18,30.4,6.19,both,hypoxic,warm,8/2/24 9:06,7.63,normoxic,
8/2/24,908,19,30.3,6.16,warm,normoxic,warm,8/2/24 9:08,7.65,normoxic,
8/2/24,909,20,30.4,6.32,warm,normoxic,warm,8/2/24 9:09,7.66,normoxic,
8/2/24,910,21,30.2,6.22,warm,normoxic,warm,8/2/24 9:10,7.64,normoxic,
8/2/24,911,22,29.9,5.99,warm,normoxic,warm,8/2/24 9:11,7.62,normoxic,
8/2/24,912,23,29.8,6.06,warm,normoxic,warm,8/2/24 9:12,7.64,normoxic,
8/2/24,912,24,30.1,6.12,warm,normoxic,warm,8/2/24 9:12,7.62,normoxic,
8/2/24,1505,1,28.4,6.82,control,normoxic,ambient,8/2/24 15:05,7.7,hypoxic,
8/2/24,1507,2,28.4,6.66,control,normoxic,ambient,8/2/24 15:07,7.73,hypoxic,
8/2/24,1507,3,28.3,6.62,control,normoxic,ambient,8/2/24 15:07,7.7,hypoxic,
8/2/24,1508,4,28.3,6.71,control,normoxic,ambient,8/2/24 15:08,7.75,hypoxic,
8/2/24,1509,5,28.2,6.65,control,normoxic,ambient,8/2/24 15:09,7.74,hypoxic,
8/2/24,1509,6,28.5,6.71,control,normoxic,ambient,8/2/24 15:09,7.77,hypoxic,
8/2/24,1511,7,28.3,0.6,hypoxic,hypoxic,ambient,8/2/24 15:11,7.71,hypoxic,
8/2/24,1512,8,28.3,0.98,hypoxic,hypoxic,ambient,8/2/24 15:12,7.72,hypoxic,
8/2/24,1513,9,28.5,0.52,hypoxic,hypoxic,ambient,8/2/24 15:13,7.74,hypoxic,
8/2/24,1514,10,28.6,0.92,hypoxic,hypoxic,ambient,8/2/24 15:14,7.76,hypoxic,
8/2/24,1516,11,28.4,0.38,hypoxic,hypoxic,ambient,8/2/24 15:16,7.72,hypoxic,
8/2/24,1517,12,28,0.98,hypoxic,hypoxic,ambient,8/2/24 15:17,7.63,hypoxic,
8/2/24,1517,13,30.7,0.99,both,hypoxic,warm,8/2/24 15:17,7.52,hypoxic,
8/2/24,1519,14,31,0.57,both,hypoxic,warm,8/2/24 15:19,7.59,hypoxic,
8/2/24,1521,15,31,0.72,both,hypoxic,warm,8/2/24 15:21,7.59,hypoxic,
8/2/24,1522,16,30.9,0.65,both,hypoxic,warm,8/2/24 15:22,7.62,hypoxic,
8/2/24,1523,17,30.8,0.82,both,hypoxic,warm,8/2/24 15:23,7.59,hypoxic,
8/2/24,1526,18,30.9,0.38,both,hypoxic,warm,8/2/24 15:26,7.6,hypoxic,
8/2/24,1527,19,30.9,6.18,warm,normoxic,warm,8/2/24 15:27,7.77,hypoxic,
8/2/24,1529,20,30.9,6.16,warm,normoxic,warm,8/2/24 15:29,7.76,hypoxic,
8/2/24,1530,21,31,6.31,warm,normoxic,warm,8/2/24 15:30,7.78,hypoxic,
8/2/24,1530,22,30.9,6.32,warm,normoxic,warm,8/2/24 15:30,7.77,hypoxic,
8/2/24,1531,23,30.8,6.32,warm,normoxic,warm,8/2/24 15:31,7.77,hypoxic,
8/2/24,1532,24,30.9,6.33,warm,normoxic,warm,8/2/24 15:32,7.77,hypoxic,
8/3/24,836,24,30.4,6.31,warm,normoxic,warm,8/3/24 8:36,7.55,normoxic,
8/3/24,837,23,30.3,6.41,warm,normoxic,warm,8/3/24 8:37,7.54,normoxic,
8/3/24,839,22,30.4,6.26,warm,normoxic,warm,8/3/24 8:39,7.59,normoxic,
8/3/24,840,21,30.5,6.35,warm,normoxic,warm,8/3/24 8:40,7.84,normoxic,
8/3/24,840,20,30.5,6.24,warm,normoxic,warm,8/3/24 8:40,7.58,normoxic,
8/3/24,842,19,30.5,6.21,warm,normoxic,warm,8/3/24 8:42,7.84,normoxic,
8/3/24,843,18,30.5,6.07,both,hypoxic,warm,8/3/24 8:43,7.59,normoxic,
8/3/24,844,17,30.4,6.16,both,hypoxic,warm,8/3/24 8:44,7.6,normoxic,
8/3/24,845,16,30.4,6.26,both,hypoxic,warm,8/3/24 8:45,7.63,normoxic,
8/3/24,846,15,30.4,6.25,both,hypoxic,warm,8/3/24 8:46,7.63,normoxic,
8/3/24,846,14,30.6,6.41,both,hypoxic,warm,8/3/24 8:46,7.63,normoxic,
8/3/24,847,13,30.7,6.44,both,hypoxic,warm,8/3/24 8:47,7.64,normoxic,
8/3/24,849,12,27.1,5.34,hypoxic,hypoxic,ambient,8/3/24 8:49,7.36,normoxic,
8/3/24,850,11,27.5,6.72,hypoxic,hypoxic,ambient,8/3/24 8:50,7.56,normoxic,
8/3/24,851,10,27.5,6.96,hypoxic,hypoxic,ambient,8/3/24 8:51,7.55,normoxic,
8/3/24,852,9,27.5,6.79,hypoxic,hypoxic,ambient,8/3/24 8:52,7.54,normoxic,
8/3/24,853,8,27.4,6.67,hypoxic,hypoxic,ambient,8/3/24 8:53,7.51,normoxic,
8/3/24,854,7,27.4,6.68,hypoxic,hypoxic,ambient,8/3/24 8:54,7.51,normoxic,
8/3/24,856,6,27.4,6.75,control,normoxic,ambient,8/3/24 8:56,7.57,normoxic,
8/3/24,857,5,27.2,6.73,control,normoxic,ambient,8/3/24 8:57,7.54,normoxic,
8/3/24,858,4,27.3,6.7,control,normoxic,ambient,8/3/24 8:58,7.57,normoxic,
8/3/24,900,3,27.3,6.66,control,normoxic,ambient,8/3/24 9:00,7.7,normoxic,
8/3/24,901,2,27.4,6.8,control,normoxic,ambient,8/3/24 9:01,7.6,normoxic,
8/3/24,901,1,27.4,6.9,control,normoxic,ambient,8/3/24 9:01,7.62,normoxic,
8/3/24,1502,24,30.6,6.34,warm,normoxic,warm,8/3/24 15:02,7.62,hypoxic,
8/3/24,1502,23,30.5,6.33,warm,normoxic,warm,8/3/24 15:02,7.62,hypoxic,
8/3/24,1503,22,30.6,6.38,warm,normoxic,warm,8/3/24 15:03,7.65,hypoxic,
8/3/24,1504,21,30.7,6.35,warm,normoxic,warm,8/3/24 15:04,7.69,hypoxic,
8/3/24,1504,20,30.6,6.32,warm,normoxic,warm,8/3/24 15:04,7.67,hypoxic,
8/3/24,1505,19,30.6,6.25,warm,normoxic,warm,8/3/24 15:05,7.68,hypoxic,
8/3/24,1507,18,30.7,0.65,both,hypoxic,warm,8/3/24 15:07,7.65,hypoxic,
8/3/24,1508,17,30.6,1.05,both,hypoxic,warm,8/3/24 15:08,7.66,hypoxic,
8/3/24,1509,16,30.6,0.97,both,hypoxic,warm,8/3/24 15:09,7.63,hypoxic,
8/3/24,1510,15,30.7,0.96,both,hypoxic,warm,8/3/24 15:10,7.66,hypoxic,
8/3/24,1512,14,30.9,0.78,both,hypoxic,warm,8/3/24 15:12,7.66,hypoxic,
8/3/24,1512,13,30.8,0.78,both,hypoxic,warm,8/3/24 15:12,7.65,hypoxic,
8/3/24,1514,12,27,2.85,hypoxic,hypoxic,ambient,8/3/24 15:14,7.39,hypoxic,
8/3/24,1516,11,27.7,0.33,hypoxic,hypoxic,ambient,8/3/24 15:16,7.67,hypoxic,
8/3/24,1517,10,27.5,0.9,hypoxic,hypoxic,ambient,8/3/24 15:17,7.65,hypoxic,
8/3/24,1518,9,27.8,0.52,hypoxic,hypoxic,ambient,8/3/24 15:18,7.69,hypoxic,
8/3/24,1519,8,27.7,0.76,hypoxic,hypoxic,ambient,8/3/24 15:19,7.71,hypoxic,
8/3/24,1520,7,27.5,0.77,hypoxic,hypoxic,ambient,8/3/24 15:20,7.64,hypoxic,
8/3/24,1522,6,27.7,6.69,control,normoxic,ambient,8/3/24 15:22,7.95,hypoxic,
8/3/24,1523,5,27.6,6.74,control,normoxic,ambient,8/3/24 15:23,7.68,hypoxic,
8/3/24,1524,4,27.7,6.74,control,normoxic,ambient,8/3/24 15:24,7.7,hypoxic,
8/3/24,1524,3,27.6,6.66,control,normoxic,ambient,8/3/24 15:24,7.68,hypoxic,
8/3/24,1525,2,27.8,6.73,control,normoxic,ambient,8/3/24 15:25,7.72,hypoxic,
8/3/24,1525,1,27.8,6.84,control,normoxic,ambient,8/3/24 15:25,7.73,hypoxic,
8/4/24,912,1,27.2,6.74,control,normoxic,ambient,8/4/24 9:12,7.64,normoxic,
8/4/24,913,2,27.1,6.79,control,normoxic,ambient,8/4/24 9:13,7.62,normoxic,
8/4/24,913,3,27,6.76,control,normoxic,ambient,8/4/24 9:13,7.57,normoxic,
8/4/24,914,4,27,6.82,control,normoxic,ambient,8/4/24 9:14,7.57,normoxic,
8/4/24,915,5,27,6.84,control,normoxic,ambient,8/4/24 9:15,7.58,normoxic,
8/4/24,916,6,27.1,6.82,control,normoxic,ambient,8/4/24 9:16,7.59,normoxic,
8/4/24,917,7,27,6.42,hypoxic,hypoxic,ambient,8/4/24 9:17,7.53,normoxic,
8/4/24,919,8,27.1,6.62,hypoxic,hypoxic,ambient,8/4/24 9:19,7.53,normoxic,
8/4/24,920,9,27.2,6.85,hypoxic,hypoxic,ambient,8/4/24 9:20,7.56,normoxic,
8/4/24,920,10,27,6.77,hypoxic,hypoxic,ambient,8/4/24 9:20,7.55,normoxic,
8/4/24,921,11,27.2,6.88,hypoxic,hypoxic,ambient,8/4/24 9:21,7.57,normoxic,
8/4/24,923,12,26.6,5.44,hypoxic,hypoxic,ambient,8/4/24 9:23,7.4,normoxic,
8/4/24,925,13,30.2,6.25,both,hypoxic,warm,8/4/24 9:25,7.51,normoxic,
8/4/24,926,14,30.3,6.23,both,hypoxic,warm,8/4/24 9:26,7.56,normoxic,
8/4/24,927,15,30.2,6.28,both,hypoxic,warm,8/4/24 9:27,7.58,normoxic,
8/4/24,929,16,30,6.03,both,hypoxic,warm,8/4/24 9:29,7.55,normoxic,
8/4/24,930,17,30.1,6.07,both,hypoxic,warm,8/4/24 9:30,7.57,normoxic,
8/4/24,931,18,30.2,6.15,both,hypoxic,warm,8/4/24 9:31,7.57,normoxic,
8/4/24,933,19,30.1,6.25,warm,normoxic,warm,8/4/24 9:33,7.61,normoxic,
8/4/24,934,20,30,6.3,warm,normoxic,warm,8/4/24 9:34,7.6,normoxic,
8/4/24,935,21,30.1,6.29,warm,normoxic,warm,8/4/24 9:35,7.61,normoxic,
8/4/24,936,22,30,6.32,warm,normoxic,warm,8/4/24 9:36,7.61,normoxic,
8/4/24,937,23,29.9,6.21,warm,normoxic,warm,8/4/24 9:37,7.62,normoxic,
8/4/24,938,24,30.1,6.33,warm,normoxic,warm,8/4/24 9:38,7.61,normoxic,
8/4/24,1503,1,27.4,6.95,control,normoxic,ambient,8/4/24 15:03,7.63,hypoxic,
8/4/24,1504,2,27.4,6.84,control,normoxic,ambient,8/4/24 15:04,7.6,hypoxic,
8/4/24,1505,3,27.3,6.56,control,normoxic,ambient,8/4/24 15:05,7.58,hypoxic,
8/4/24,1506,4,27.3,6.8,control,normoxic,ambient,8/4/24 15:06,7.63,hypoxic,
8/4/24,1507,5,27.3,6.82,control,normoxic,ambient,8/4/24 15:07,7.63,hypoxic,
8/4/24,1508,6,27.4,6.87,control,normoxic,ambient,8/4/24 15:08,7.65,hypoxic,
8/4/24,1510,7,27.2,1.3,hypoxic,hypoxic,ambient,8/4/24 15:10,7.65,hypoxic,
8/4/24,1513,8,27.3,0.92,hypoxic,hypoxic,ambient,8/4/24 15:13,7.68,hypoxic,
8/4/24,1515,9,27.5,0.61,hypoxic,hypoxic,ambient,8/4/24 15:15,7.72,hypoxic,
8/4/24,1516,10,27.3,1.43,hypoxic,hypoxic,ambient,8/4/24 15:16,7.67,hypoxic,
8/4/24,1518,11,27.5,0.52,hypoxic,hypoxic,ambient,8/4/24 15:18,7.81,hypoxic,
8/4/24,1522,12,27.6,0.77,hypoxic,hypoxic,ambient,8/4/24 15:22,7.85,hypoxic,
8/4/24,1524,13,30.4,0.69,both,hypoxic,warm,8/4/24 15:24,7.71,hypoxic,
8/4/24,1526,14,30.4,0.76,both,hypoxic,warm,8/4/24 15:26,7.72,hypoxic,
8/4/24,1528,15,30.3,0.81,both,hypoxic,warm,8/4/24 15:28,7.71,hypoxic,
8/4/24,1529,16,30.2,0.91,both,hypoxic,warm,8/4/24 15:29,7.7,hypoxic,
8/4/24,1531,17,30.3,0.94,both,hypoxic,warm,8/4/24 15:31,7.7,hypoxic,
8/4/24,1533,18,30.4,0.54,both,hypoxic,warm,8/4/24 15:33,7.71,hypoxic,
8/4/24,1535,19,30.3,6.26,warm,normoxic,warm,8/4/24 15:35,7.71,hypoxic,
8/4/24,1535,20,30.2,6.33,warm,normoxic,warm,8/4/24 15:35,7.71,hypoxic,
8/4/24,1537,21,30.4,6.24,warm,normoxic,warm,8/4/24 15:37,7.72,hypoxic,
8/4/24,1538,22,30.2,6.32,warm,normoxic,warm,8/4/24 15:38,7.7,hypoxic,
8/4/24,1539,23,29.8,6.05,warm,normoxic,warm,8/4/24 15:39,7.68,hypoxic,
8/4/24,1540,24,30,6.19,warm,normoxic,warm,8/4/24 15:40,7.66,hypoxic,
8/5/24,859,24,29.8,6.27,warm,normoxic,warm,8/5/24 8:59,7.59,normoxic,
8/5/24,900,23,29.7,6.25,warm,normoxic,warm,8/5/24 9:00,7.57,normoxic,
8/5/24,901,22,29.8,6.31,warm,normoxic,warm,8/5/24 9:01,7.64,normoxic,
8/5/24,902,21,30.1,6.46,warm,normoxic,warm,8/5/24 9:02,7.64,normoxic,
8/5/24,903,20,30,6.42,warm,normoxic,warm,8/5/24 9:03,7.64,normoxic,
8/5/24,904,19,30,6.39,warm,normoxic,warm,8/5/24 9:04,7.66,normoxic,
8/5/24,906,18,30.1,6.19,both,hypoxic,warm,8/5/24 9:06,7.61,normoxic,
8/5/24,907,17,29.9,6.23,both,hypoxic,warm,8/5/24 9:07,7.63,normoxic,
8/5/24,908,16,29.8,6.12,both,hypoxic,warm,8/5/24 9:08,7.62,normoxic,
8/5/24,909,15,30.1,6.36,both,hypoxic,warm,8/5/24 9:09,7.64,normoxic,
8/5/24,910,14,30.2,6.42,both,hypoxic,warm,8/5/24 9:10,7.63,normoxic,
8/5/24,911,13,30.2,6.49,both,hypoxic,warm,8/5/24 9:11,7.64,normoxic,
8/5/24,912,12,27.5,7.02,hypoxic,hypoxic,ambient,8/5/24 9:12,7.69,normoxic,
8/5/24,914,11,27.2,6.74,hypoxic,hypoxic,ambient,8/5/24 9:14,7.48,normoxic,
8/5/24,915,10,27,6.6,hypoxic,hypoxic,ambient,8/5/24 9:15,7.5,normoxic,
8/5/24,917,9,27.2,6.79,hypoxic,hypoxic,ambient,8/5/24 9:17,7.57,normoxic,
8/5/24,918,8,27,6.57,hypoxic,hypoxic,ambient,8/5/24 9:18,7.55,normoxic,
8/5/24,920,7,26.9,6.34,hypoxic,hypoxic,ambient,8/5/24 9:20,7.53,normoxic,
8/5/24,922,6,27.1,6.85,control,normoxic,ambient,8/5/24 9:22,7.64,normoxic,
8/5/24,923,5,27,6.86,control,normoxic,ambient,8/5/24 9:23,7.61,normoxic,
8/5/24,925,4,27.1,6.87,control,normoxic,ambient,8/5/24 9:25,7.6,normoxic,
8/5/24,926,3,27,6.83,control,normoxic,ambient,8/5/24 9:26,7.61,normoxic,
8/5/24,927,2,27.1,6.84,control,normoxic,ambient,8/5/24 9:27,7.6,normoxic,
8/5/24,928,1,27.2,6.88,control,normoxic,ambient,8/5/24 9:28,7.64,normoxic,
8/5/24,1502,24,30.1,6.26,warm,normoxic,warm,8/5/24 15:02,7.92,hypoxic,
8/5/24,1503,23,30.1,6.35,warm,normoxic,warm,8/5/24 15:03,7.92,hypoxic,
8/5/24,1504,22,30.2,6.39,warm,normoxic,warm,8/5/24 15:04,7.93,hypoxic,
8/5/24,1505,21,30.5,6.43,warm,normoxic,warm,8/5/24 15:05,7.95,hypoxic,
8/5/24,1506,20,30.5,6.32,warm,normoxic,warm,8/5/24 15:06,7.94,hypoxic,
8/5/24,1507,19,30.5,6.43,warm,normoxic,warm,8/5/24 15:07,7.95,hypoxic,
8/5/24,1509,18,30.6,0.57,both,hypoxic,warm,8/5/24 15:09,7.84,hypoxic,
8/5/24,1511,17,30.5,0.82,both,hypoxic,warm,8/5/24 15:11,7.83,hypoxic,
8/5/24,1513,16,30.3,0.92,both,hypoxic,warm,8/5/24 15:13,7.8,hypoxic,
8/5/24,1515,15,30.6,0.76,both,hypoxic,warm,8/5/24 15:15,7.84,hypoxic,
8/5/24,1516,14,30.7,0.73,both,hypoxic,warm,8/5/24 15:16,7.84,hypoxic,
8/5/24,1518,13,30.7,0.7,both,hypoxic,warm,8/5/24 15:18,7.83,hypoxic,
8/5/24,1520,12,28.1,0.73,hypoxic,hypoxic,ambient,8/5/24 15:20,7.92,hypoxic,
8/5/24,1522,11,27.9,0.38,hypoxic,hypoxic,ambient,8/5/24 15:22,7.92,hypoxic,
8/5/24,1524,10,27.5,1.45,hypoxic,hypoxic,ambient,8/5/24 15:24,7.86,hypoxic,
8/5/24,1527,9,27.9,0.46,hypoxic,hypoxic,ambient,8/5/24 15:27,7.94,hypoxic,
8/5/24,1529,8,27.7,0.82,hypoxic,hypoxic,ambient,8/5/24 15:29,7.9,hypoxic,
8/5/24,1530,7,27.5,1.23,hypoxic,hypoxic,ambient,8/5/24 15:30,7.86,hypoxic,
8/5/24,1533,6,27.8,6.71,control,normoxic,ambient,8/5/24 15:33,7.89,hypoxic,
8/5/24,1534,5,27.7,6.69,control,normoxic,ambient,8/5/24 15:34,7.88,hypoxic,
8/5/24,1535,4,27.7,6.7,control,normoxic,ambient,8/5/24 15:35,7.88,hypoxic,
8/5/24,1536,3,27.7,6.73,control,normoxic,ambient,8/5/24 15:36,7.87,hypoxic,
8/5/24,1537,2,27.8,6.61,control,normoxic,ambient,8/5/24 15:37,7.89,hypoxic,
8/5/24,1538,1,27.9,6.84,control,normoxic,ambient,8/5/24 15:38,7.93,hypoxic,
8/6/24,854,1,27.4,6.86,control,normoxic,ambient,8/6/24 8:54,7.68,normoxic,
8/6/24,855,2,27.4,6.69,control,normoxic,ambient,8/6/24 8:55,7.62,normoxic,
8/6/24,856,3,27.3,6.74,control,normoxic,ambient,8/6/24 8:56,7.58,normoxic,
8/6/24,856,4,27.4,6.71,control,normoxic,ambient,8/6/24 8:56,7.58,normoxic,
8/6/24,857,5,27.2,6.7,control,normoxic,ambient,8/6/24 8:57,7.57,normoxic,
8/6/24,858,6,27.4,6.75,control,normoxic,ambient,8/6/24 8:58,7.59,normoxic,
8/6/24,859,7,27.5,6.86,hypoxic,hypoxic,ambient,8/6/24 8:59,7.58,normoxic,
8/6/24,859,8,27.4,6.79,hypoxic,hypoxic,ambient,8/6/24 8:59,7.64,normoxic,
8/6/24,900,9,27.4,6.41,hypoxic,hypoxic,ambient,8/6/24 9:00,7.53,normoxic,
8/6/24,901,10,27.6,6.9,hypoxic,hypoxic,ambient,8/6/24 9:01,7.87,normoxic,
8/6/24,902,11,27.5,6.9,hypoxic,hypoxic,ambient,8/6/24 9:02,7.63,normoxic,
8/6/24,903,12,27.4,6.36,hypoxic,hypoxic,ambient,8/6/24 9:03,7.57,normoxic,
8/6/24,905,13,30.5,6.01,both,hypoxic,warm,8/6/24 9:05,7.53,normoxic,
8/6/24,905,14,30.6,5.98,both,hypoxic,warm,8/6/24 9:05,7.5,normoxic,
8/6/24,907,15,30.5,5.94,both,hypoxic,warm,8/6/24 9:07,7.51,normoxic,
8/6/24,907,16,30.3,5.85,both,hypoxic,warm,8/6/24 9:07,7.49,normoxic,
8/6/24,908,17,30.4,5.93,both,hypoxic,warm,8/6/24 9:08,7.5,normoxic,
8/6/24,909,18,30.4,5.96,both,hypoxic,warm,8/6/24 9:09,7.49,normoxic,
8/6/24,910,19,30.3,6.43,warm,normoxic,warm,8/6/24 9:10,7.62,normoxic,
8/6/24,910,20,30.3,6.38,warm,normoxic,warm,8/6/24 9:10,7.63,normoxic,
8/6/24,911,21,30.4,6.46,warm,normoxic,warm,8/6/24 9:11,7.64,normoxic,
8/6/24,912,22,30.1,6.39,warm,normoxic,warm,8/6/24 9:12,7.62,normoxic,
8/6/24,912,23,30,6.33,warm,normoxic,warm,8/6/24 9:12,7.63,normoxic,
8/6/24,913,24,30.1,6.38,warm,normoxic,warm,8/6/24 9:13,7.61,normoxic,
8/6/24,1521,1,27.8,6.82,control,normoxic,ambient,8/6/24 15:21,7.58,hypoxic,
8/6/24,1521,2,27.7,6.7,control,normoxic,ambient,8/6/24 15:21,7.57,hypoxic,
8/6/24,1522,3,27.7,6.64,control,normoxic,ambient,8/6/24 15:22,7.65,hypoxic,
8/6/24,1523,4,27.7,6.63,control,normoxic,ambient,8/6/24 15:23,7.67,hypoxic,
8/6/24,1523,5,27.6,6.7,control,normoxic,ambient,8/6/24 15:23,7.67,hypoxic,
8/6/24,1524,6,27.8,6.79,control,normoxic,ambient,8/6/24 15:24,7.7,hypoxic,
8/6/24,1526,7,27.9,0.76,hypoxic,hypoxic,ambient,8/6/24 15:26,7.78,hypoxic,
8/6/24,1527,8,27.7,0.73,hypoxic,hypoxic,ambient,8/6/24 15:27,7.71,hypoxic,
8/6/24,1528,9,27.5,1.25,hypoxic,hypoxic,ambient,8/6/24 15:28,7.66,hypoxic,
8/6/24,1548,10,28,0.51,hypoxic,hypoxic,ambient,8/6/24 15:48,7.81,hypoxic,
8/6/24,1530,11,27.8,0.45,hypoxic,hypoxic,ambient,8/6/24 15:30,7.78,hypoxic,
8/6/24,1532,12,27.5,1.58,hypoxic,hypoxic,ambient,8/6/24 15:32,7.69,hypoxic,
8/6/24,1534,13,30.6,0.58,both,hypoxic,warm,8/6/24 15:34,7.64,hypoxic,
8/6/24,1535,14,30.7,0.59,both,hypoxic,warm,8/6/24 15:35,7.66,hypoxic,
8/6/24,1536,15,30.6,0.68,both,hypoxic,warm,8/6/24 15:36,7.69,hypoxic,
8/6/24,1537,16,30.4,0.88,both,hypoxic,warm,8/6/24 15:37,7.66,hypoxic,
8/6/24,1538,17,30.5,0.76,both,hypoxic,warm,8/6/24 15:38,7.66,hypoxic,
8/6/24,1539,18,30.6,0.6,both,hypoxic,warm,8/6/24 15:39,7.68,hypoxic,
8/6/24,1540,19,30.6,6.29,warm,normoxic,warm,8/6/24 15:40,7.73,hypoxic,
8/6/24,1541,20,30.6,6.36,warm,normoxic,warm,8/6/24 15:41,7.71,hypoxic,
8/6/24,1542,21,30.7,6.34,warm,normoxic,warm,8/6/24 15:42,7.73,hypoxic,
8/6/24,1543,22,30.3,6.25,warm,normoxic,warm,8/6/24 15:43,7.74,hypoxic,
8/6/24,1544,23,30.2,6.25,warm,normoxic,warm,8/6/24 15:44,7.73,hypoxic,
8/6/24,1544,24,30.3,6.34,warm,normoxic,warm,8/6/24 15:44,7.73,hypoxic,
8/7/24,844,24,30.1,6.26,warm,normoxic,warm,8/7/24 8:44,7.66,normoxic,
8/7/24,845,23,29.9,6.29,warm,normoxic,warm,8/7/24 8:45,7.64,normoxic,
8/7/24,846,22,30,6.3,warm,normoxic,warm,8/7/24 8:46,7.63,normoxic,
8/7/24,847,21,30.3,6.33,warm,normoxic,warm,8/7/24 8:47,7.65,normoxic,
8/7/24,847,20,30.3,6.35,warm,normoxic,warm,8/7/24 8:47,7.68,normoxic,
8/7/24,849,19,30.3,6.26,warm,normoxic,warm,8/7/24 8:49,7.69,normoxic,
8/7/24,851,18,30.5,5.64,both,hypoxic,warm,8/7/24 8:51,7.53,normoxic,
8/7/24,853,17,30.3,5.63,both,hypoxic,warm,8/7/24 8:53,7.54,normoxic,
8/7/24,855,16,30.3,5.76,both,hypoxic,warm,8/7/24 8:55,7.54,normoxic,
8/7/24,856,15,30.5,5.85,both,hypoxic,warm,8/7/24 8:56,7.55,normoxic,
8/7/24,858,14,30.5,5.81,both,hypoxic,warm,8/7/24 8:58,7.53,normoxic,
8/7/24,859,13,30.5,5.71,both,hypoxic,warm,8/7/24 8:59,7.56,normoxic,
8/7/24,900,12,27.7,6.7,hypoxic,hypoxic,ambient,8/7/24 9:00,7.68,normoxic,
8/7/24,902,11,27.6,6.63,hypoxic,hypoxic,ambient,8/7/24 9:02,7.56,normoxic,
8/7/24,903,10,27.6,6.8,hypoxic,hypoxic,ambient,8/7/24 9:03,7.59,normoxic,
