Original_order,Date_MMDDYYYY,Year,Phase_1_treat,Phase_1_rep,Phase_2_treat,Phase_2_rep,Tag_color,Tag_num,Sample_Name,Submerged_weight_post,Dry_weight_post,double_single_dead,notes_post,Displacement368.7,Tag,CondRepl,Shell#,Area_post_mm2,Feret_post_mm,AreaNotes_Post,,,,,,,,,,,,,,,,,,,,,,,
724,8122024,2024,Hyp,3,Both,4,B,41,2024_Hyp03_Both04_B41,367.9,853.9,,,486,B41,Both4,4,245,20.1,,,,,,,,,,,,,,,,,,,,,,,,
623,8122024,2024,Hyp,3,Cont,4,B,41,2024_Hyp03_Cont04_B41,247.3,699.5,,,452.2,B41,Cont4,21,233.2,20.3,,,,,,,,,,,,,,,,,,,,,,,,
677,8122024,2024,Hyp,3,Hyp,4,B,41,2024_Hyp03_Hyp04_B41,309,778.4,,,469.4,B41,Hyp4,5,248.5,20.1,,,,,,,,,,,,,,,,,,,,,,,,
668,8122024,2024,Hyp,3,Warm,4,B,41,2024_Hyp03_Warm04_B41,521.6,1202.8,,,681.2,B41,Warm4,18,299.7,22.5,,,,,,,,,,,,,,,,,,,,,,,,
734,8122024,2024,Hyp,3,Both,4,B,42,2024_Hyp03_Both04_B42,311.9,698.5,,,386.6,B42,Both4,6,209.2,18.5,,,,,,,,,,,,,,,,,,,,,,,,
610,8122024,2024,Hyp,3,Cont,4,B,42,2024_Hyp03_Cont04_B42,533.7,1458.2,,,924.5,B42,Cont4,9,436.9,27.4,,,,,,,,,,,,,,,,,,,,,,,,
687,8122024,2024,Hyp,3,Hyp,4,B,42,2024_Hyp03_Hyp04_B42,676.7,1737.4,,,1060.7,B42,Hyp4,1,477.7,30.4,,,,,,,,,,,,,,,,,,,,,,,,
639,8122024,2024,Hyp,3,Warm,4,B,42,2024_Hyp03_Warm04_B42,364.3,884.1,,,519.8,B42,Warm4,2,216.5,19,,,,,,,,,,,,,,,,,,,,,,,,
729,8122024,2024,Hyp,4,Both,4,B,43,2024_Hyp04_Both04_B43,219.8,566.2,,,346.4,B43,Both4,8,142.5,20.2,,,,,,,,,,,,,,,,,,,,,,,,
602,8122024,2024,Hyp,4,Cont,4,B,43,2024_Hyp04_Cont04_B43,338.7,1031.3,,,692.6,B43,Cont4,1,367,25.9,,,,,,,,,,,,,,,,,,,,,,,,
682,8122024,2024,Hyp,4,Hyp,4,B,43,2024_Hyp04_Hyp04_B43,197.7,426.6,,,228.9,B43,Hyp4,8,163.9,16.6,,,,,,,,,,,,,,,,,,,,,,,,
670,8122024,2024,Hyp,4,Warm,4,B,43,2024_Hyp04_Warm04_B43,376.7,902.4,,,525.7,B43,Warm4,19,282.5,21.3,,,,,,,,,,,,,,,,,,,,,,,,
753,8122024,2024,Hyp,4,Both,4,B,44,2024_Hyp04_Both04_B44,194.4,463.8,,,269.4,B44,Both4,9,183,16.4,,,,,,,,,,,,,,,,,,,,,,,,
611,8122024,2024,Hyp,4,Cont,4,B,44,2024_Hyp04_Cont04_B44,232,583.4,,,351.4,B44,Cont4,13,198.8,17.4,,,,,,,,,,,,,,,,,,,,,,,,
697,8122024,2024,Hyp,4,Hyp,4,B,44,2024_Hyp04_Hyp04_B44,499,1257.5,,,758.5,B44,Hyp4,1,409.2,25.7,,,,,,,,,,,,,,,,,,,,,,,,
646,8122024,2024,Hyp,4,Warm,4,B,44,2024_Hyp04_Warm04_B44,253.4,583.4,,,330,B44,Warm4,13,207.1,17.7,,,,,,,,,,,,,,,,,,,,,,,,
722,8122024,2024,Hyp,5,Both,4,B,45,2024_Hyp05_Both04_B45,192.2,495.2,,,303,B45,Both4,2,166.8,17.2,,,,,,,,,,,,,,,,,,,,,,,,
600,8122024,2024,Hyp,5,Cont,4,B,45,2024_Hyp05_Cont04_B45,317.8,830.9,,,513.1,B45,Cont4,10,216,21.5,,,,,,,,,,,,,,,,,,,,,,,,
698,8122024,2024,Hyp,5,Hyp,4,B,45,2024_Hyp05_Hyp04_B45,204.5,504.5,,,300,B45,Hyp4,5,215,19.4,,,,,,,,,,,,,,,,,,,,,,,,
634,8122024,2024,Hyp,5,Warm,4,B,45,2024_Hyp05_Warm04_B45,693.5,1767.6,,,1074.1,B45,Warm4,7,443.3,28,,,,,,,,,,,,,,,,,,,,,,,,
744,8122024,2024,Hyp,5,Both,4,B,46,2024_Hyp05_Both04_B46,159.7,368.9,,,209.2,B46,Both4,9,145.4,16.6,,,,,,,,,,,,,,,,,,,,,,,,
579,8122024,2024,Hyp,5,Cont,4,B,46,2024_Hyp05_Cont04_B46,305.8,760.8,,,455,B46,Cont4,3,269.3,22.6,,,,,,,,,,,,,,,,,,,,,,,,
707,8122024,2024,Hyp,5,Hyp,4,B,46,2024_Hyp05_Hyp04_B46,221.2,572.4,,,351.2,B46,Hyp4,9,217.9,18.8,,,,,,,,,,,,,,,,,,,,,,,,
626,8122024,2024,Hyp,5,Warm,4,B,46,2024_Hyp05_Warm04_B46,243.5,625.4,,,381.9,B46,Warm4,2,198.7,20.1,,,,,,,,,,,,,,,,,,,,,,,,
745,8122024,2024,Hyp,6,Both,4,B,47,2024_Hyp06_Both04_B47,278.4,681,,,402.6,B47,Both4,2,244.7,19.7,,,,,,,,,,,,,,,,,,,,,,,,
681,8122024,2024,Hyp,6,Hyp,4,B,47,2024_Hyp06_Hyp04_B47,292.1,709.9,,,417.8,B47,Hyp4,7,255.9,21.8,,,,,,,,,,,,,,,,,,,,,,,,
657,8122024,2024,Hyp,6,Warm,4,B,47,2024_Hyp06_Warm04_B47,181.7,431.3,,,249.6,B47,Warm4,16,168.6,17,,,,,,,,,,,,,,,,,,,,,,,,
737,8122024,2024,Hyp,6,Both,4,B,48,2024_Hyp06_Both04_B48,321.1,750.5,,,429.4,B48,Both4,15,210.8,18,,,,,,,,,,,,,,,,,,,,,,,,
582,8122024,2024,Hyp,6,Cont,4,B,48,2024_Hyp06_Cont04_B48,100.9,246.1,,,145.2,B48,Cont4,6,126.2,15.1,,,,,,,,,,,,,,,,,,,,,,,,
706,8122024,2024,Hyp,6,Hyp,4,B,48,2024_Hyp06_Hyp04_B48,223.5,505.4,,,281.9,B48,Hyp4,15,205.6,18.3,,,,,,,,,,,,,,,,,,,,,,,,
655,8122024,2024,Hyp,6,Warm,4,B,48,2024_Hyp06_Warm04_B48,419.8,925.8,,,506,B48,Warm4,4,259.5,21.4,,,,,,,,,,,,,,,,,,,,,,,,
797,8122024,2024,Hyp,1,Cont,5,B,49,2024_Hyp01_Cont05_B49,660.4,1719.3,,,1058.9,B49,Cont5,1,496.6,28.6,,,,,,,,,,,,,,,,,,,,,,,,
907,8122024,2024,Hyp,1,Hyp,5,B,49,2024_Hyp01_Hyp05_B49,316.3,845.9,,,529.6,B49,Hyp5,17,269.6,21.2,,,,,,,,,,,,,,,,,,,,,,,,
822,8122024,2024,Hyp,1,Warm,5,B,49,2024_Hyp01_Warm05_B49,450.5,1155.8,,,705.3,B49,Warm5,6,360.2,24,,,,,,,,,,,,,,,,,,,,,,,,
174,8122024,2024,Hyp,3,Both,1,B,5,2024_Hyp03_Both01_B5,439.6,1082.5,,,642.9,B5,Both1,6,343,23.2,,,,,,,,,,,,,,,,,,,,,,,,
20,8122024,2024,Hyp,3,Cont,1,B,5,2024_Hyp03_Cont01_B5,633.3,1524.8,,,891.5,B5,Cont1,15,344.9,24.5,,,,,,,,,,,,,,,,,,,,,,,,
86,8122024,2024,Hyp,3,Hyp,1,B,5,2024_Hyp03_Hyp01_B5,246.2,583.6,,,337.4,B5,Hyp1,13,219.3,19.1,,,,,,,,,,,,,,,,,,,,,,,,
124,8122024,2024,Hyp,3,Warm,1,B,5,2024_Hyp03_Warm01_B5,348.5,960.5,,,612,B5,Warm1,7,297,23.3,,,,,,,,,,,,,,,,,,,,,,,,
952,8122024,2024,Hyp,1,Both,5,B,50,2024_Hyp01_Both05_B50,93.3,299,,,205.7,B50,Both5,14,134.7,15.3,,,,,,,,,,,,,,,,,,,,,,,,
815,8122024,2024,Hyp,1,Cont,5,B,50,2024_Hyp01_Cont05_B50,215.5,596.7,,,381.2,B50,Cont5,19,254.9,21.5,,,,,,,,,,,,,,,,,,,,,,,,
876,8122024,2024,Hyp,1,Hyp,5,B,50,2024_Hyp01_Hyp05_B50,277.1,650.1,,,373,B50,Hyp5,6,233.7,21.2,,,,,,,,,,,,,,,,,,,,,,,,
833,8122024,2024,Hyp,1,Warm,5,B,50,2024_Hyp01_Warm05_B50,245.4,603.5,,,358.1,B50,Warm5,9,251.1,20.7,,,,,,,,,,,,,,,,,,,,,,,,
913,8122024,2024,Hyp,2,Both,5,B,51,2024_Hyp02_Both05_B51,430.8,1064.2,,,633.4,B51,Both5,1,306.7,23.2,,,,,,,,,,,,,,,,,,,,,,,,
814,8122024,2024,Hyp,2,Cont,5,B,51,2024_Hyp02_Cont05_B51,334,863.5,,,529.5,B51,Cont5,22,313.8,22.6,,,,,,,,,,,,,,,,,,,,,,,,
872,8122024,2024,Hyp,2,Hyp,5,B,51,2024_Hyp02_Hyp05_B51,186.5,516.2,,,329.7,B51,Hyp5,8,161.5,16.2,,,,,,,,,,,,,,,,,,,,,,,,
860,8122024,2024,Hyp,2,Warm,5,B,51,2024_Hyp02_Warm05_B51,326.6,854.6,,,528,B51,Warm5,20,264.9,20.9,,,,,,,,,,,,,,,,,,,,,,,,
811,8122024,2024,Hyp,2,Cont,5,B,52,2024_Hyp02_Cont05_B52,126.3,356.8,,,230.5,B52,Cont5,25,153.5,16.4,,,,,,,,,,,,,,,,,,,,,,,,
884,8122024,2024,Hyp,2,Hyp,5,B,52,2024_Hyp02_Hyp05_B52,252.9,442,,,189.1,B52,Hyp5,12,146.6,15.6,,,,,,,,,,,,,,,,,,,,,,,,
837,8122024,2024,Hyp,2,Warm,5,B,52,2024_Hyp02_Warm05_B52,214.4,530.9,,,316.5,B52,Warm5,12,200.8,19.9,,,,,,,,,,,,,,,,,,,,,,,,
954,8122024,2024,Hyp,3,Both,5,B,53,2024_Hyp03_Both05_B53,251.7,627.3,,,375.6,B53,Both5,24,187.6,19.5,,,,,,,,,,,,,,,,,,,,,,,,
780,8122024,2024,Hyp,3,Cont,5,B,53,2024_Hyp03_Cont05_B53,483.2,1269.4,,,786.2,B53,Cont5,3,446.6,28.8,,,,,,,,,,,,,,,,,,,,,,,,
901,8122024,2024,Hyp,3,Hyp,5,B,53,2024_Hyp03_Hyp05_B53,322.2,822.4,,,500.2,B53,Hyp5,13,278.1,22.6,,,,,,,,,,,,,,,,,,,,,,,,
844,8122024,2024,Hyp,3,Warm,5,B,53,2024_Hyp03_Warm05_B53,334.7,748.1,,,413.4,B53,Warm5,6,250.2,19.7,,,,,,,,,,,,,,,,,,,,,,,,
958,8122024,2024,Hyp,3,Both,5,B,54,2024_Hyp03_Both05_B54,179.6,468.5,,,288.9,B54,Both5,20,136.8,17,,,,,,,,,,,,,,,,,,,,,,,,
769,8122024,2024,Hyp,3,Cont,5,B,54,2024_Hyp03_Cont05_B54,391.9,964.7,,,572.8,B54,Cont5,1,241,23.7,,,,,,,,,,,,,,,,,,,,,,,,
878,8122024,2024,Hyp,3,Hyp,5,B,54,2024_Hyp03_Hyp05_B54,335.7,800.8,,,465.1,B54,Hyp5,8,239.8,20.8,,,,,,,,,,,,,,,,,,,,,,,,
864,8122024,2024,Hyp,3,Warm,5,B,54,2024_Hyp03_Warm05_B54,391.9,944.6,,,552.7,B54,Warm5,21,332.8,25.7,,,,,,,,,,,,,,,,,,,,,,,,
920,8122024,2024,Hyp,4,Both,5,B,55,2024_Hyp04_Both05_B55,246.3,588.7,,,342.4,B55,Both5,8,212.6,19.8,,,,,,,,,,,,,,,,,,,,,,,,
785,8122024,2024,Hyp,4,Cont,5,B,55,2024_Hyp04_Cont05_B55,173.2,419.5,,,246.3,B55,Cont5,11,164.1,16.2,,,,,,,,,,,,,,,,,,,,,,,,
890,8122024,2024,Hyp,4,Hyp,5,B,55,2024_Hyp04_Hyp05_B55,850.5,1897.4,,,1046.9,B55,Hyp5,1,472.1,29.9,,,,,,,,,,,,,,,,,,,,,,,,
838,8122024,2024,Hyp,4,Warm,5,B,55,2024_Hyp04_Warm05_B55,224.5,547.1,,,322.6,B55,Warm5,15,222.3,21.4,,,,,,,,,,,,,,,,,,,,,,,,
773,8122024,2024,Hyp,4,Cont,5,B,56,2024_Hyp04_Cont05_B56,406.7,1096.4,,,689.7,B56,Cont5,5,306.6,21.4,,,,,,,,,,,,,,,,,,,,,,,,
903,8122024,2024,Hyp,4,Hyp,5,B,56,2024_Hyp04_Hyp05_B56,133.6,349.3,,,215.7,B56,Hyp5,15,142.9,15.8,,,,,,,,,,,,,,,,,,,,,,,,
823,8122024,2024,Hyp,4,Warm,5,B,56,2024_Hyp04_Warm05_B56,366.1,847.7,,,481.6,B56,Warm5,7,280.5,21.6,,,,,,,,,,,,,,,,,,,,,,,,
939,8122024,2024,Hyp,5,Both,5,B,57,2024_Hyp05_Both05_B57,194.8,472.9,,,278.1,B57,Both5,8,159.3,16.8,,,,,,,,,,,,,,,,,,,,,,,,
810,8122024,2024,Hyp,5,Cont,5,B,57,2024_Hyp05_Cont05_B57,267.7,743.7,,,476,B57,Cont5,23,275,23.2,,,,,,,,,,,,,,,,,,,,,,,,
909,8122024,2024,Hyp,5,Hyp,5,B,57,2024_Hyp05_Hyp05_B57,691.1,1495.1,,,804,B57,Hyp5,21,373.3,24.4,,,,,,,,,,,,,,,,,,,,,,,,
841,8122024,2024,Hyp,5,Warm,5,B,57,2024_Hyp05_Warm05_B57,585.2,1451.1,,,865.9,B57,Warm5,7,467.7,28.7,,,,,,,,,,,,,,,,,,,,,,,,
784,8122024,2024,Hyp,5,Cont,5,B,58,2024_Hyp05_Cont05_B58,312,698.6,,,386.6,B58,Cont5,6,257.6,20.2,,,,,,,,,,,,,,,,,,,,,,,,
911,8122024,2024,Hyp,5,Hyp,5,B,58,2024_Hyp05_Hyp05_B58,186.2,416,,,229.8,B58,Hyp5,23,144.3,14.9,,,,,,,,,,,,,,,,,,,,,,,,
853,8122024,2024,Hyp,5,Warm,5,B,58,2024_Hyp05_Warm05_B58,180,418.3,,,238.3,B58,Warm5,14,139.6,15.1,,,,,,,,,,,,,,,,,,,,,,,,
953,8122024,2024,Hyp,6,Both,5,B,59,2024_Hyp06_Both05_B59,294.9,650,,,355.1,B59,Both5,10,155.4,18.8,,,,,,,,,,,,,,,,,,,,,,,,
816,8122024,2024,Hyp,6,Cont,5,B,59,2024_Hyp06_Cont05_B59,275.2,673.1,,,397.9,B59,Cont5,18,237.1,20.6,,,,,,,,,,,,,,,,,,,,,,,,
865,8122024,2024,Hyp,6,Hyp,5,B,59,2024_Hyp06_Hyp05_B59,157.7,344.4,,,186.7,B59,Hyp5,1,132.1,14.3,,,,,,,,,,,,,,,,,,,,,,,,
828,8122024,2024,Hyp,6,Warm,5,B,59,2024_Hyp06_Warm05_B59,595.9,1476.3,,,880.4,B59,Warm5,3,300.2,20.7,,,,,,,,,,,,,,,,,,,,,,,,
163,8122024,2024,Hyp,3,Both,1,B,6,2024_Hyp03_Both01_B6,192.6,517.2,,,324.6,B6,Both1,14,187,17.1,,,,,,,,,,,,,,,,,,,,,,,,
4,8122024,2024,Hyp,3,Cont,1,B,6,2024_Hyp03_Cont01_B6,127.6,351,,,223.4,B6,Cont1,6,133,14.9,,,,,,,,,,,,,,,,,,,,,,,,
73,8122024,2024,Hyp,3,Hyp,1,B,6,2024_Hyp03_Hyp01_B6,763,1948.3,,,1185.3,B6,Hyp1,6,552.4,31.1,,,,,,,,,,,,,,,,,,,,,,,,
111,8122024,2024,Hyp,3,Warm,1,B,6,2024_Hyp03_Warm01_B6,255.3,589.2,,,333.9,B6,Warm1,10,173.8,17.3,,,,,,,,,,,,,,,,,,,,,,,,
951,8122024,2024,Hyp,6,Both,5,B,60,2024_Hyp06_Both05_B60,198.3,500.3,,,302,B60,Both5,12,171.1,16.1,,,,,,,,,,,,,,,,,,,,,,,,
779,8122024,2024,Hyp,6,Cont,5,B,60,2024_Hyp06_Cont05_B60,272.3,718.9,,,446.6,B60,Cont5,5,252.1,19.6,,,,,,,,,,,,,,,,,,,,,,,,
879,8122024,2024,Hyp,6,Hyp,5,B,60,2024_Hyp06_Hyp05_B60,287.1,661.1,,,374,B60,Hyp5,5,245.7,20.5,,,,,,,,,,,,,,,,,,,,,,,,
856,8122024,2024,Hyp,6,Warm,5,B,60,2024_Hyp06_Warm05_B60,194.4,480.4,,,286,B60,Warm5,15,189.2,17.2,,,,,,,,,,,,,,,,,,,,,,,,
1111,8122024,2024,Hyp,1,Both,6,B,61,2024_Hyp01_Both06_B61,103.6,261.7,,,158.1,B61,Both6,7,108.7,13.3,,,,,,,,,,,,,,,,,,,,,,,,
972,8122024,2024,Hyp,1,Cont,6,B,61,2024_Hyp01_Cont06_B61,194.9,508,,,313.1,B61,Cont6,7,200.2,17.5,,,,,,,,,,,,,,,,,,,,,,,,
1097,8122024,2024,Hyp,1,Hyp,6,B,61,2024_Hyp01_Hyp06_B61,217.2,550.7,,,333.5,B61,Hyp6,16,238.7,19.2,,,,,,,,,,,,,,,,,,,,,,,,
1030,8122024,2024,Hyp,1,Warm,6,B,61,2024_Hyp01_Warm06_B61,214.2,496.2,,,282,B61,Warm6,16,181.6,18.5,,,,,,,,,,,,,,,,,,,,,,,,
1114,8122024,2024,Hyp,1,Both,6,B,62,2024_Hyp01_Both06_B62,383.1,1030.1,,,647,B62,Both6,4,300.3,21,,,,,,,,,,,,,,,,,,,,,,,,
961,8122024,2024,Hyp,1,Cont,6,B,62,2024_Hyp01_Cont06_B62,637.6,1568.7,,,931.1,B62,Cont6,1,400.4,26.6,,,,,,,,,,,,,,,,,,,,,,,,
1083,8122024,2024,Hyp,1,Hyp,6,B,62,2024_Hyp01_Hyp06_B62,447.8,1033.7,,,585.9,B62,Hyp6,3,241.5,21.4,,,,,,,,,,,,,,,,,,,,,,,,
1037,8122024,2024,Hyp,1,Warm,6,B,62,2024_Hyp01_Warm06_B62,1044.5,2712.4,,,1667.9,B62,Warm6,1,631.6,33,,,,,,,,,,,,,,,,,,,,,,,,
1152,8122024,2024,Hyp,2,Both,6,B,63,2024_Hyp02_Both06_B63,164,378.9,,,214.9,B63,Both6,22,113.8,14.1,,,,,,,,,,,,,,,,,,,,,,,,
974,8122024,2024,Hyp,2,Cont,6,B,63,2024_Hyp02_Cont06_B63,417.8,982.6,,,564.8,B63,Cont6,2,330.7,27.2,,,,,,,,,,,,,,,,,,,,,,,,
1079,8122024,2024,Hyp,2,Hyp,6,B,63,2024_Hyp02_Hyp06_B63,245.4,564.9,,,319.5,B63,Hyp6,11,213.3,19.5,,,,,,,,,,,,,,,,,,,,,,,,
1038,8122024,2024,Hyp,2,Warm,6,B,63,2024_Hyp02_Warm06_B63,604.7,1654.5,,,1049.8,B63,Warm6,2,449.4,29.8,,,,,,,,,,,,,,,,,,,,,,,,
1118,8122024,2024,Hyp,2,Both,6,B,64,2024_Hyp02_Both06_B64,303.5,701,,,397.5,B64,Both6,1,248.9,20.9,,,,,,,,,,,,,,,,,,,,,,,,
964,8122024,2024,Hyp,2,Cont,6,B,64,2024_Hyp02_Cont06_B64,151.2,340.4,,,189.2,B64,Cont6,4,148.5,16.9,,,,,,,,,,,,,,,,,,,,,,,,
1085,8122024,2024,Hyp,2,Hyp,6,B,64,2024_Hyp02_Hyp06_B64,513.3,1420,,,906.7,B64,Hyp6,2,356.8,26.9,,,,,,,,,,,,,,,,,,,,,,,,
1052,8122024,2024,Hyp,2,Warm,6,B,64,2024_Hyp02_Warm06_B64,502.1,1310.7,,,808.6,B64,Warm6,18,261.9,24.2,,,,,,,,,,,,,,,,,,,,,,,,
1134,8122024,2024,Hyp,3,Both,6,B,65,2024_Hyp03_Both06_B65,870,2566.7,,,1696.7,B65,Both6,6,513.3,32.6,,,,,,,,,,,,,,,,,,,,,,,,
990,8122024,2024,Hyp,3,Cont,6,B,65,2024_Hyp03_Cont06_B65,527.7,1223.7,,,696,B65,Cont6,5,425,28.5,,,,,,,,,,,,,,,,,,,,,,,,
1070,8122024,2024,Hyp,3,Hyp,6,B,65,2024_Hyp03_Hyp06_B65,521.3,1256.5,,,735.2,B65,Hyp6,7,347.7,27.3,,,,,,,,,,,,,,,,,,,,,,,,
1024,8122024,2024,Hyp,3,Warm,6,B,65,2024_Hyp03_Warm06_B65,718.2,1491.2,,,773,B65,Warm6,8,324.9,21.8,,,,,,,,,,,,,,,,,,,,,,,,
1146,8122024,2024,Hyp,3,Both,6,B,66,2024_Hyp03_Both06_B66,278.3,679.1,,,400.8,B66,Both6,18,203.4,17.9,,,,,,,,,,,,,,,,,,,,,,,,
983,8122024,2024,Hyp,3,Cont,6,B,66,2024_Hyp03_Cont06_B66,92.4,219.9,,,127.5,B66,Cont6,15,89.6,13.3,,,,,,,,,,,,,,,,,,,,,,,,
1065,8122024,2024,Hyp,3,Hyp,6,B,66,2024_Hyp03_Hyp06_B66,458.5,1056.1,,,597.6,B66,Hyp6,1,285.4,21.7,,,,,,,,,,,,,,,,,,,,,,,,
1013,8122024,2024,Hyp,3,Warm,6,B,66,2024_Hyp03_Warm06_B66,583.9,1401.3,,,817.4,B66,Warm6,5,391.3,24.3,,,,,,,,,,,,,,,,,,,,,,,,
1133,8122024,2024,Hyp,4,Both,6,B,67,2024_Hyp04_Both06_B67,424.3,1030.9,,,606.6,B67,Both6,5,360,24.1,,,,,,,,,,,,,,,,,,,,,,,,
994,8122024,2024,Hyp,4,Cont,6,B,67,2024_Hyp04_Cont06_B67,358.2,833.6,,,475.4,B67,Cont6,10,287.6,23.9,,,,,,,,,,,,,,,,,,,,,,,,
1064,8122024,2024,Hyp,4,Hyp,6,B,67,2024_Hyp04_Hyp06_B67,NA,NA,Dead,,#VALUE!,B67,Hyp6,8,190.9,17.4,DEAD,,,,,,,,,,,,,,,,,,,,,,,
1053,8122024,2024,Hyp,4,Warm,6,B,67,2024_Hyp04_Warm06_B67,320.8,680.2,,,359.4,B67,Warm6,22,189,17.8,,,,,,,,,,,,,,,,,,,,,,,,
1129,8122024,2024,Hyp,4,Both,6,B,68,2024_Hyp04_Both06_B68,635.1,1620.3,,,985.2,B68,Both6,1,482.2,31.9,,,,,,,,,,,,,,,,,,,,,,,,
979,8122024,2024,Hyp,4,Cont,6,B,68,2024_Hyp04_Cont06_B68,392.6,889.3,,,496.7,B68,Cont6,11,307.9,21.4,,,,,,,,,,,,,,,,,,,,,,,,
1078,8122024,2024,Hyp,4,Hyp,6,B,68,2024_Hyp04_Hyp06_B68,360.2,807.8,,,447.6,B68,Hyp6,14,263.2,20.2,,,,,,,,,,,,,,,,,,,,,,,,
1054,8122024,2024,Hyp,4,Warm,6,B,68,2024_Hyp04_Warm06_B68,424.7,924.8,,,500.1,B68,Warm6,19,261.6,21.1,,,,,,,,,,,,,,,,,,,,,,,,
1143,8122024,2024,Hyp,5,Both,6,B,69,2024_Hyp05_Both06_B69,169.7,423.6,,,253.9,B69,Both6,14,180.5,18.7,,,,,,,,,,,,,,,,,,,,,,,,
1005,8122024,2024,Hyp,5,Cont,6,B,69,2024_Hyp05_Cont06_B69,165.6,423,,,257.4,B69,Cont6,20,162.3,17.3,,,,,,,,,,,,,,,,,,,,,,,,
1057,8122024,2024,Hyp,5,Hyp,6,B,69,2024_Hyp05_Hyp06_B69,354.3,827.8,,,473.5,B69,Hyp6,1,290.2,21.1,,,,,,,,,,,,,,,,,,,,,,,,
1032,8122024,2024,Hyp,5,Warm,6,B,69,2024_Hyp05_Warm06_B69,636.9,1427.9,,,791,B69,Warm6,14,322.9,29.9,,,,,,,,,,,,,,,,,,,,,,,,
161,8122024,2024,Hyp,4,Both,1,B,7,2024_Hyp04_Both01_B7,279.9,627.7,,,347.8,B7,Both1,10,228.6,19,,,,,,,,,,,,,,,,,,,,,,,,
30,8122024,2024,Hyp,4,Cont,1,B,7,2024_Hyp04_Cont01_B7,287.9,803.3,,,515.4,B7,Cont1,7,291.1,22.8,,,,,,,,,,,,,,,,,,,,,,,,
91,8122024,2024,Hyp,4,Hyp,1,B,7,2024_Hyp04_Hyp01_B7,430.3,1040.1,,,609.8,B7,Hyp1,19,315,24.1,,,,,,,,,,,,,,,,,,,,,,,,
99,8122024,2024,Hyp,4,Warm,1,B,7,2024_Hyp04_Warm01_B7,353.3,838.9,,,485.6,B7,Warm1,1,276.1,21.5,,,,,,,,,,,,,,,,,,,,,,,,
1128,8122024,2024,Hyp,5,Both,6,B,70,2024_Hyp05_Both06_B70,234.2,558,,,323.8,B70,Both6,11,177.4,16.2,,,,,,,,,,,,,,,,,,,,,,,,
992,8122024,2024,Hyp,5,Cont,6,B,70,2024_Hyp05_Cont06_B70,310,771.3,,,461.3,B70,Cont6,8,294.6,23,,,,,,,,,,,,,,,,,,,,,,,,
1069,8122024,2024,Hyp,5,Hyp,6,B,70,2024_Hyp05_Hyp06_B70,330.6,830.3,,,499.7,B70,Hyp6,8,311.9,24.1,,,,,,,,,,,,,,,,,,,,,,,,
1050,8122024,2024,Hyp,5,Warm,6,B,70,2024_Hyp05_Warm06_B70,418.3,959.2,,,540.9,B70,Warm6,23,289.3,23.6,,,,,,,,,,,,,,,,,,,,,,,,
1121,8122024,2024,Hyp,6,Both,6,B,71,2024_Hyp06_Both06_B71,269.5,681.5,,,412,B71,Both6,16,196.2,17.9,,,,,,,,,,,,,,,,,,,,,,,,
1003,8122024,2024,Hyp,6,Cont,6,B,71,2024_Hyp06_Cont06_B71,190.6,515.8,,,325.2,B71,Cont6,19,192.6,19.3,,,,,,,,,,,,,,,,,,,,,,,,
1102,8122024,2024,Hyp,6,Hyp,6,B,71,2024_Hyp06_Hyp06_B71,94.4,248.5,,,154.1,B71,Hyp6,20,123.7,14.5,,,,,,,,,,,,,,,,,,,,,,,,
1014,8122024,2024,Hyp,6,Warm,6,B,71,2024_Hyp06_Warm06_B71,464.9,983.1,,,518.2,B71,Warm6,6,248.1,19.3,,,,,,,,,,,,,,,,,,,,,,,,
1109,8122024,2024,Hyp,6,Both,6,B,72,2024_Hyp06_Both06_B72,308.2,781.9,,,473.7,B72,Both6,5,276.7,21.7,,,,,,,,,,,,,,,,,,,,,,,,
996,8122024,2024,Hyp,6,Cont,6,B,72,2024_Hyp06_Cont06_B72,345.7,838.9,,,493.2,B72,Cont6,12,254.5,21.2,,,,,,,,,,,,,,,,,,,,,,,,
1096,8122024,2024,Hyp,6,Hyp,6,B,72,2024_Hyp06_Hyp06_B72,259.8,669.9,,,410.1,B72,Hyp6,15,195.6,18.4,,,,,,,,,,,,,,,,,,,,,,,,
1026,8122024,2024,Hyp,6,Warm,6,B,72,2024_Hyp06_Warm06_B72,439.1,1078.1,,,639,B72,Warm6,11,313.9,23.4,,,,,,,,,,,,,,,,,,,,,,,,
587,8122024,2024,Hyp,6,Cont,4,B,77,2024_Hyp06_Cont04_B77,594.7,1417,,,822.3,B77,Cont4,5,395,25.3,,,,,,,,,,,,,,,,,,,,,,,,
145,8122024,2024,Hyp,4,Both,1,B,8,2024_Hyp04_Both01_B8,274,635.1,,,361.1,B8,Both1,8,218.6,18.9,,,,,,,,,,,,,,,,,,,,,,,,
23,8122024,2024,Hyp,4,Cont,1,B,8,2024_Hyp04_Cont01_B8,280,612.5,,,332.5,B8,Cont1,14,202.2,18.2,,,,,,,,,,,,,,,,,,,,,,,,
79,8122024,2024,Hyp,4,Hyp,1,B,8,2024_Hyp04_Hyp01_B8,158.1,415.5,,,257.4,B8,Hyp1,5,122.9,13.7,,,,,,,,,,,,,,,,,,,,,,,,
