"Sample_Name","Phase_1_DO","Phase_1_temp","Phase_2.1_DO","Phase_2.1_temp","Phase_1_treat","Phase_2_treat","Phase_1_rep_R","Phase_2_rep_R","Actual_shell_pre_mg","Actual_tissue_pre_mg","Actual_shell_post_mg","Actual_tissue_post_mg","Actual_shell_growth_mg","Actual_tissue_growth_mg","Exclude_all","Exclude_pre_analysis","Notes_pre","Notes_post","Area_pre_mm2","Feret_pre_mm","AreaNotes_Pre","Area_post_mm2","Feret_post_mm","AreaNotes_Post","Area_growth_mm2","Feret_growth_mm"
"2024_Both06_Hyp03_O35","Hyp","Warm","Hyp","Ambient","Both","Hyp","Both06","Hyp03",344.91132,180.78868,597.14694,265.55306,252.23562,84.76438,NA,NA,NA,NA,212.2,17.9,NA,195.9,17.6,"7/3/25 SKM added in  area/feret data from Teresa rerunning analysis",-16.3,-0.299999999999997
"2024_Both06_Hyp03_O36","Hyp","Warm","Hyp","Ambient","Both","Hyp","Both06","Hyp03",155.53668,73.46332,303.58458,120.01542,148.0479,46.5521,NA,NA,NA,NA,117.1,14.3,NA,145.3,15.4,NA,28.2,1.1
"2024_Both06_Hyp04_O47","Hyp","Warm","Hyp","Ambient","Both","Hyp","Both06","Hyp04",131.78568,81.01432,175.64586,109.15414,43.86018,28.13982,NA,NA,NA,NA,85,11.2,NA,128.5,15.3,NA,43.5,4.1
"2024_Both06_Hyp04_O48","Hyp","Warm","Hyp","Ambient","Both","Hyp","Both06","Hyp04",273.02496,169.87504,401.28036,224.11964,128.2554,54.2446,NA,NA,NA,NA,172.2,16.6,NA,230.8,18.8,NA,58.6,2.2
"2024_Both06_Hyp05_O59","Hyp","Warm","Hyp","Ambient","Both","Hyp","Both06","Hyp05",280.15026,161.34974,356.3118,194.7882,76.16154,33.43846,NA,NA,NA,NA,145.7,16.1,NA,188.9,18.7,NA,43.2,2.6
"2024_Both06_Hyp05_O60","Hyp","Warm","Hyp","Ambient","Both","Hyp","Both06","Hyp05",272.54994,213.45006,431.99832,268.20168,159.44838,54.75162,NA,NA,NA,NA,181.8,20.3,NA,241.9,21.2,NA,60.1,0.899999999999999
"2024_Both06_Hyp06_O71","Hyp","Warm","Hyp","Ambient","Both","Hyp","Both06","Hyp06",339.36942,197.43058,519.402,284.598,180.03258,87.16742,NA,NA,NA,NA,258.7,20.4,NA,278.1,20.4,NA,19.4,0
"2024_Both06_Hyp06_O72","Hyp","Warm","Hyp","Ambient","Both","Hyp","Both06","Hyp06",175.17084,77.52916,291.86742,121.23258,116.69658,43.70342,NA,NA,NA,NA,103.4,14.6,NA,171.4,17.6,NA,68,3
"2024_Both06_Warm01_O11","Hyp","Warm","Norm","Warm","Both","Warm","Both06","Warm01",536.8194,308.0806,673.15014,374.34986,136.33074,66.26926,NA,NA,NA,"Extra oyster in this mesocosm-- untagged. We checked mesos before the experiment so was this a double??",321.2,24.2,NA,376.7,24.8,NA,55.5,0.600000000000001
"2024_Both06_Warm01_O12","Hyp","Warm","Norm","Warm","Both","Warm","Both06","Warm01",172.6374,150.1626,320.05194,230.64806,147.41454,80.48546,NA,NA,NA,NA,170.3,16.4,NA,239.2,18.9,NA,68.9,2.5
"2024_Both06_Warm02_O23","Hyp","Warm","Norm","Warm","Both","Warm","Both06","Warm02",173.27076,157.22924,313.71834,238.08166,140.44758,80.85242,NA,NA,NA,NA,118.4,15.1,NA,220.8,19.4,NA,102.4,4.3
"2024_Both06_Warm02_O24","Hyp","Warm","Norm","Warm","Both","Warm","Both06","Warm02",704.02644,406.17356,1487.01774,374.28226,782.9913,-31.8913,NA,NA,NA,NA,353.4,23.8,NA,484.5,28.2,NA,131.1,4.4
"2024_Both06_Warm03_O35","Hyp","Warm","Norm","Warm","Both","Warm","Both06","Warm03",275.5584,232.0416,531.43584,367.16416,255.87744,135.12256,NA,NA,NA,NA,216.5,17.8,NA,290.6,21.6,NA,74.1,3.8
"2024_Both06_Warm03_O36","Hyp","Warm","Norm","Warm","Both","Warm","Both06","Warm03",128.93556,68.16444,249.59064,123.60936,120.65508,55.44492,NA,NA,NA,NA,83.2,13,NA,131.6,16.1,NA,48.4,3.1
"2024_Both06_Warm04_O47","Hyp","Warm","Norm","Warm","Both","Warm","Both06","Warm04",175.17084,134.02916,361.8537,257.5463,186.68286,123.51714,NA,NA,NA,NA,142.6,15.7,NA,213.8,20.9,NA,71.2,5.2
"2024_Both06_Warm04_O48","Hyp","Warm","Norm","Warm","Both","Warm","Both06","Warm04",562.62882,354.37118,1043.5074,423.5926,480.87858,69.22142,NA,NA,NA,NA,343.7,22.3,NA,336.5,24.9,NA,-7.19999999999999,2.6
"2024_Both06_Warm05_O59","Hyp","Warm","Norm","Warm","Both","Warm","Both06","Warm05",391.30494,239.39506,721.2855,400.3145,329.98056,160.91944,NA,NA,NA,NA,250.2,21.3,NA,389.4,26.2,NA,139.2,4.9
"2024_Both06_Warm05_O60","Hyp","Warm","Norm","Warm","Both","Warm","Both06","Warm05",164.24538,107.85462,241.5153,125.3847,77.26992,17.53008,NA,NA,NA,NA,106.3,13.8,NA,138.9,16.3,NA,32.6,2.5
"2024_Both06_Warm06_O71","Hyp","Warm","Norm","Warm","Both","Warm","Both06","Warm06",296.30094,172.89906,441.97374,190.72626,145.6728,17.8272,NA,NA,NA,NA,171.5,21.2,NA,215.6,20.7,NA,44.1,-0.5
"2024_Both06_Warm06_O72","Hyp","Warm","Norm","Warm","Both","Warm","Both06","Warm06",592.71342,309.28658,919.2105,392.6895,326.49708,83.40292,NA,NA,NA,NA,286,21.5,NA,360.8,24.5,NA,74.8,3
"2024_Cont01_Both01_W1","Norm","Ambient","Hyp","Warm","Cont","Both","Cont01","Both01",221.08944,106.81056,321.95202,146.34798,100.86258,39.53742,NA,NA,NA,NA,121.6,14.6,NA,138.3,15.8,NA,16.7,1.2
"2024_Cont01_Both01_W2","Norm","Ambient","Hyp","Warm","Cont","Both","Cont01","Both01",616.14774,458.65226,967.34586,716.05414,351.19812,257.40188,NA,NA,NA,NA,311.5,23.5,NA,405.1,28.4,NA,93.6,4.9
"2024_Cont01_Both02_W13","Norm","Ambient","Hyp","Warm","Cont","Both","Cont01","Both02",457.6494,291.5506,738.22788,379.27212,280.57848,87.72152,NA,NA,NA,NA,312.5,23.2,NA,309.9,24.4,NA,-2.60000000000002,1.2
"2024_Cont01_Both02_W14","Norm","Ambient","Hyp","Warm","Cont","Both","Cont01","Both02",189.10476,96.39524,185.46294,78.03706,-3.64182,-18.35818,"Y",NA,NA,"1/14/25 SKM Excluded due to negative shell growth, broken shell",122.5,13.7,NA,107.8,12.6,NA,-14.7,-1.1
"2024_Cont01_Both03_W25","Norm","Ambient","Hyp","Warm","Cont","Both","Cont01","Both03",345.228,210.072,507.36816,304.03184,162.14016,93.95984,NA,NA,NA,NA,212.4,18.6,NA,258.1,23.6,NA,45.7,5
"2024_Cont01_Both03_W26","Norm","Ambient","Hyp","Warm","Cont","Both","Cont01","Both03",159.9702,77.5298,323.69376,173.10624,163.72356,95.57644,NA,NA,NA,NA,118.3,13.3,NA,204.6,20.8,NA,86.3,7.5
"2024_Cont01_Both04_W37","Norm","Ambient","Hyp","Warm","Cont","Both","Cont01","Both04",440.70702,216.59298,611.08086,303.51914,170.37384,86.92616,NA,NA,NA,NA,245,19.9,NA,278.1,20.7,NA,33.1,0.800000000000001
"2024_Cont01_Both04_W38","Norm","Ambient","Hyp","Warm","Cont","Both","Cont01","Both04",199.39686,106.40314,397.4802,232.6198,198.08334,126.21666,NA,NA,NA,NA,133.7,14.3,NA,351.7,24.2,NA,218,9.9
"2024_Cont01_Both05_W49","Norm","Ambient","Hyp","Warm","Cont","Both","Cont01","Both05",465.24972,320.65028,818.98128,450.71872,353.73156,130.06844,NA,NA,NA,NA,314.9,22.3,NA,363.2,25.2,NA,48.3,2.9
"2024_Cont01_Both05_W50","Norm","Ambient","Hyp","Warm","Cont","Both","Cont01","Both05",404.6055,200.1945,815.18112,250.01888,410.57562,49.82438,NA,NA,NA,NA,212.9,19.8,NA,318.5,24.9,"7/4/25 SKM added in  area/feret data from Teresa rerunning analysis",105.6,5.1
"2024_Cont01_Both06_W61","Norm","Ambient","Hyp","Warm","Cont","Both","Cont01","Both06",292.34244,128.45756,505.78476,225.91524,213.44232,97.45768,NA,NA,NA,NA,155.1,16.9,NA,209.8,19.1,NA,54.7,2.2
"2024_Cont01_Both06_W62","Norm","Ambient","Hyp","Warm","Cont","Both","Cont01","Both06",597.93864,307.06136,1021.18146,298.51854,423.24282,-8.54282,NA,NA,NA,NA,305.9,22.2,NA,293.6,21.1,NA,-12.3,-1.1
"2024_Cont01_Cont01_W1","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont01","Cont01",372.46248,174.03752,549.96162,281.23838,177.49914,107.20086,NA,NA,NA,NA,200.7,18.1,NA,323.7,23.4,NA,123,5.3
"2024_Cont01_Cont01_W2","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont01","Cont01",182.77116,89.42884,332.87748,143.92252,150.10632,54.49368,NA,NA,NA,NA,91,13.2,NA,149.3,17.4,NA,58.3,4.2
"2024_Cont01_Cont02_W13","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont01","Cont02",570.70416,319.79584,995.05536,580.24464,424.3512,260.4488,NA,NA,NA,NA,266.2,21.8,NA,360.5,23.5,NA,94.3,1.7
"2024_Cont01_Cont02_W14","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont01","Cont02",938.36964,573.53036,1395.8139,700.2861,457.44426,126.75574,NA,NA,NA,NA,435,27.2,NA,492.9,29.9,NA,57.9,2.7
"2024_Cont01_Cont03_W25","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont01","Cont03",200.66358,145.03642,454.95762,288.14238,254.29404,143.10596,NA,NA,NA,NA,142.5,15.1,NA,269.6,21.7,NA,127.1,6.6
"2024_Cont01_Cont03_W26","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont01","Cont03",537.6111,380.1889,1040.49894,675.20106,502.88784,295.01216,NA,NA,NA,NA,324.9,24.7,NA,506.9,35.3,NA,182,10.6
"2024_Cont01_Cont04_W37","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont01","Cont04",253.54914,186.25086,468.41652,311.98348,214.86738,125.73262,NA,NA,NA,NA,166.8,16.2,NA,252.6,19.7,NA,85.8,3.5
"2024_Cont01_Cont04_W38","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont01","Cont04",612.18924,294.71076,1081.03398,495.66602,468.84474,200.95526,NA,NA,NA,NA,258.7,20,NA,369.4,25.8,NA,110.7,5.8
"2024_Cont01_Cont05_W49","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont01","Cont05",222.19782,114.20218,447.83232,194.16768,225.6345,79.9655,NA,NA,NA,NA,170.1,16.5,NA,247.7,20.7,NA,77.6,4.2
"2024_Cont01_Cont05_W50","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont01","Cont05",809.9559,346.0441,1197.0972,499.1028,387.1413,153.0587,NA,NA,NA,NA,342.4,25.9,NA,449.7,27.3,NA,107.3,1.4
"2024_Cont01_Cont06_W61","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont01","Cont06",220.45608,140.64392,330.50238,189.29762,110.0463,48.6537,NA,NA,NA,NA,142.5,16.1,"6/16/25 SKM changed area and feret information pre phase 2 to match the pictures. This one was confused with W67",207.5,19.1,NA,65,3
"2024_Cont01_Cont06_W62","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont01","Cont06",271.91658,141.78342,517.97694,258.72306,246.06036,116.93964,NA,NA,NA,NA,178.3,16.7,NA,237.1,19.4,NA,58.8,2.7
"2024_Cont01_Hyp01_W1","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont01","Hyp01",669.66666,442.23334,1126.16088,470.83912,456.49422,28.60578,NA,NA,NA,NA,372.3,29.7,NA,395.9,30.1,NA,23.6,0.400000000000002
"2024_Cont01_Hyp01_W2","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont01","Hyp01",738.54456,220.45544,1108.26846,442.43154,369.7239,221.9761,NA,NA,NA,NA,336.3,23.6,NA,450,26.2,NA,113.7,2.6
"2024_Cont01_Hyp02_W13","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont01","Hyp02",772.11264,442.18736,1091.16774,482.03226,319.0551,39.8449,NA,NA,NA,NA,378.8,26.6,NA,397.3,26.6,NA,18.5,0
"2024_Cont01_Hyp02_W14","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont01","Hyp02",703.23474,367.76526,1085.78418,471.51582,382.54944,103.75056,NA,NA,NA,NA,403.9,25.4,NA,427.6,27.4,NA,23.7,2
"2024_Cont01_Hyp03_W25","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont01","Hyp03",554.87016,359.22984,846.3741,479.8259,291.50394,120.59606,NA,NA,NA,NA,249.1,22.5,NA,282.7,23.6,NA,33.6,1.1
"2024_Cont01_Hyp03_W26","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont01","Hyp03",213.64746,132.65254,374.04588,198.55412,160.39842,65.90158,NA,NA,NA,NA,158.5,16.3,NA,163.3,17.6,NA,4.80000000000001,1.3
"2024_Cont01_Hyp04_W37","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont01","Hyp04",474.75012,225.54988,608.23074,311.66926,133.48062,86.11938,NA,NA,NA,NA,207.6,18.6,NA,318,22.1,NA,110.4,3.5
"2024_Cont01_Hyp04_W38","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont01","Hyp04",228.68976,135.31024,376.73766,201.46234,148.0479,66.1521,NA,NA,NA,NA,153.9,15.1,NA,198.4,19.4,NA,44.5,4.3
"2024_Cont01_Hyp05_W49","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont01","Hyp05",286.16718,175.53282,368.1873,190.8127,82.02012,15.27988,NA,NA,NA,NA,162,17.5,NA,197.4,17.5,NA,35.4,0
"2024_Cont01_Hyp05_W50","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont01","Hyp05",862.2081,572.9919,990.78018,597.81982,128.57208,24.82792,NA,NA,"wet for dry weight",NA,359.8,25.2,NA,432.9,26.7,NA,73.1,1.5
"2024_Cont01_Hyp06_W61","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont01","Hyp06",453.84924,222.45076,673.62516,310.87484,219.77592,88.42408,NA,NA,NA,NA,214.8,20.3,NA,294.6,22.3,NA,79.8,2
"2024_Cont01_Hyp06_W62","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont01","Hyp06",210.639,116.661,303.74292,167.35708,93.10392,50.69608,NA,NA,NA,NA,150.8,16.6,NA,177.6,17.4,NA,26.8,0.799999999999997
"2024_Cont01_Warm01_W1","Norm","Ambient","Norm","Warm","Cont","Warm","Cont01","Warm01",421.2312,218.9688,670.30002,272.59998,249.06882,53.63118,NA,NA,NA,NA,225.2,18.5,NA,235.1,21,NA,9.90000000000001,2.5
"2024_Cont01_Warm01_W2","Norm","Ambient","Norm","Warm","Cont","Warm","Cont01","Warm01",642.74886,317.05114,997.90548,520.39452,355.15662,203.34338,NA,NA,NA,NA,290.2,22.3,NA,319.7,23.6,NA,29.5,1.3
"2024_Cont01_Warm02_W13","Norm","Ambient","Norm","Warm","Cont","Warm","Cont01","Warm02",380.22114,289.47886,809.63922,473.56078,429.41808,184.08192,NA,NA,NA,NA,254.1,20.3,NA,330.3,24.1,NA,76.2,3.8
"2024_Cont01_Warm02_W14","Norm","Ambient","Norm","Warm","Cont","Warm","Cont01","Warm02",514.96848,367.43152,1014.05616,534.94384,499.08768,167.51232,NA,NA,NA,NA,262.1,20.1,NA,413.8,26,NA,151.7,5.9
"2024_Cont01_Warm03_W25","Norm","Ambient","Norm","Warm","Cont","Warm","Cont01","Warm03",491.05914,332.54086,901.15974,530.84026,410.1006,198.2994,NA,NA,NA,NA,341,25.4,NA,395.9,24.8,NA,54.9,-0.599999999999998
"2024_Cont01_Warm03_W26","Norm","Ambient","Norm","Warm","Cont","Warm","Cont01","Warm03",226.63134,138.86866,386.23806,234.96194,159.60672,96.09328,NA,NA,NA,NA,162.3,16.4,NA,220.1,19.1,NA,57.8,2.7
"2024_Cont01_Warm04_W37","Norm","Ambient","Norm","Warm","Cont","Warm","Cont01","Warm04",298.20102,155.99898,787.94664,313.35336,489.74562,157.35438,NA,NA,NA,NA,150.2,15.7,NA,202.4,20.1,NA,52.2,4.4
"2024_Cont01_Warm04_W38","Norm","Ambient","Norm","Warm","Cont","Warm","Cont01","Warm04",555.0285,259.5715,905.27658,427.72342,350.24808,168.15192,NA,NA,NA,NA,274.6,23.4,NA,408.8,26.4,NA,134.2,3
"2024_Cont01_Warm05_W49","Norm","Ambient","Norm","Warm","Cont","Warm","Cont01","Warm05",354.88674,244.91326,658.89954,365.90046,304.0128,120.9872,NA,NA,NA,NA,289.8,22.3,NA,363.1,24,NA,73.3,1.7
"2024_Cont01_Warm05_W50","Norm","Ambient","Norm","Warm","Cont","Warm","Cont01","Warm05",405.23886,236.56114,707.0349,323.7651,301.79604,87.20396,NA,NA,NA,NA,266.1,19.8,NA,339.2,24.1,NA,73.1,4.3
"2024_Cont01_Warm06_W61","Norm","Ambient","Norm","Warm","Cont","Warm","Cont01","Warm06",670.45836,554.24164,1315.8522,1178.7478,645.39384,624.50616,NA,NA,NA,NA,430.9,28.3,NA,568.1,32.4,NA,137.2,4.1
"2024_Cont01_Warm06_W62","Norm","Ambient","Norm","Warm","Cont","Warm","Cont01","Warm06",726.19404,528.40596,1034.16534,619.53466,307.9713,91.1287,NA,NA,NA,NA,337.4,23.6,NA,406.6,25.2,NA,69.2,1.6
"2024_Cont02_Both01_W3","Norm","Ambient","Hyp","Warm","Cont","Both","Cont02","Both01",410.78076,467.91924,653.35764,550.94236,242.57688,83.02312,NA,NA,NA,NA,392.8,26.1,"6/12/25 SKM added in unmatched data from ""extras"" to match extras areas to corresponding phase and tag information",415.4,26.9,NA,22.6,0.799999999999997
"2024_Cont02_Both01_W4","Norm","Ambient","Hyp","Warm","Cont","Both","Cont02","Both01",248.48226,144.81774,402.2304,210.9696,153.74814,66.15186,NA,NA,NA,NA,121.1,14,NA,170.5,16.5,NA,49.4,2.5
"2024_Cont02_Both02_W15","Norm","Ambient","Hyp","Warm","Cont","Both","Cont02","Both02",270.96654,217.03346,473.80008,297.89992,202.83354,80.86646,NA,NA,NA,NA,230.6,20.9,NA,286.6,24.6,NA,56,3.7
"2024_Cont02_Both02_W16","Norm","Ambient","Hyp","Warm","Cont","Both","Cont02","Both02",240.56526,214.73474,507.20982,372.19018,266.64456,157.45544,NA,NA,NA,NA,217.3,19.4,NA,263.7,20.6,NA,46.4,1.2
"2024_Cont02_Both03_W27","Norm","Ambient","Hyp","Warm","Cont","Both","Cont02","Both03",295.19256,166.40744,455.59098,219.10902,160.39842,52.70158,NA,NA,NA,NA,142.5,14.7,NA,227.4,20.4,NA,84.9,5.7
"2024_Cont02_Both03_W28","Norm","Ambient","Hyp","Warm","Cont","Both","Cont02","Both03",276.03342,171.16658,483.14214,269.65786,207.10872,98.49128,NA,NA,NA,NA,198.1,18.2,NA,269.4,21.3,NA,71.3,3.1
"2024_Cont02_Both04_W39","Norm","Ambient","Hyp","Warm","Cont","Both","Cont02","Both04",385.92138,237.57862,557.4036,330.6964,171.48222,93.11778,NA,NA,NA,NA,209.2,18.4,NA,286.9,21.3,NA,77.7,2.9
"2024_Cont02_Both04_W40","Norm","Ambient","Hyp","Warm","Cont","Both","Cont02","Both04",155.37834,81.12166,318.3102,145.8898,162.93186,64.76814,NA,NA,NA,NA,91.1,12.9,NA,150.8,16.1,NA,59.7,3.2
"2024_Cont02_Both05_W51","Norm","Ambient","Hyp","Warm","Cont","Both","Cont02","Both05",394.15506,174.74494,746.77824,295.12176,352.62318,120.37682,NA,NA,NA,NA,224.2,20,NA,281.2,22,NA,57,2
"2024_Cont02_Both05_W52","Norm","Ambient","Hyp","Warm","Cont","Both","Cont02","Both05",389.72154,214.47846,733.79436,412.00564,344.07282,197.52718,NA,NA,NA,NA,274.7,21,NA,375.1,23.9,"7/4/25 SKM added in  area/feret data from Teresa rerunning analysis",100.4,2.9
"2024_Cont02_Both06_W63","Norm","Ambient","Hyp","Warm","Cont","Both","Cont02","Both06",264.15792,181.94208,414.8976,219.2024,150.73968,37.26032,NA,NA,NA,NA,228,21,NA,220.3,18.3,NA,-7.69999999999999,-2.7
"2024_Cont02_Both06_W64","Norm","Ambient","Hyp","Warm","Cont","Both","Cont02","Both06",274.92504,157.17496,386.71308,183.38692,111.78804,26.21196,NA,NA,NA,NA,186.8,18.5,NA,199.1,19.3,NA,12.3,0.800000000000001
"2024_Cont02_Cont01_W3","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont02","Cont01",782.40474,532.39526,1002.18066,630.41934,219.77592,98.02408,NA,NA,NA,NA,343.8,23.2,NA,416.7,26.1,NA,72.9,2.9
"2024_Cont02_Cont01_W4","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont02","Cont01",385.6047,157.7953,535.236,214.064,149.6313,56.2687,NA,NA,NA,NA,165,15.7,NA,232.8,18.2,NA,67.8,2.5
"2024_Cont02_Cont02_W15","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont02","Cont02",763.40394,478.69606,1524.0693,717.7307,760.66536,239.03464,NA,NA,NA,NA,367.5,25.5,NA,553.5,29.4,NA,186,3.9
"2024_Cont02_Cont02_W16","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont02","Cont02",285.69216,198.60784,466.83312,243.86688,181.14096,45.25904,NA,NA,NA,NA,206.7,19.4,NA,273,22.8,NA,66.3,3.4
"2024_Cont02_Cont03_W27","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont02","Cont03",632.77344,313.22656,1311.41868,707.28132,678.64524,394.05476,NA,NA,NA,NA,313.4,25.1,NA,459.9,31.3,NA,146.5,6.2
"2024_Cont02_Cont03_W28","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont02","Cont03",298.35936,152.34064,556.77024,282.52976,258.41088,130.18912,NA,NA,NA,NA,200.4,19.1,NA,302.6,24.1,NA,102.2,5
"2024_Cont02_Cont04_W39","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont02","Cont04",458.28276,353.11724,619.63122,419.46878,161.34846,66.35154,NA,NA,NA,NA,292.5,21.2,NA,388.9,27,NA,96.4,5.8
"2024_Cont02_Cont04_W40","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont02","Cont04",242.46534,135.13466,517.50192,254.69808,275.03658,119.56342,NA,NA,NA,NA,160.9,16.6,NA,248.7,20.7,NA,87.8,4.1
"2024_Cont02_Cont05_W51","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont02","Cont05",310.23486,173.16514,688.50912,354.29088,378.27426,181.12574,NA,NA,NA,NA,158.2,16.7,NA,301.3,23.7,NA,143.1,7
"2024_Cont02_Cont05_W52","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont02","Cont05",201.1386,89.6614,289.17564,126.82436,88.03704,37.16296,NA,NA,NA,NA,116.1,15.4,NA,133.9,17.3,NA,17.8,1.9
"2024_Cont02_Cont06_W63","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont02","Cont06",618.3645,340.2355,908.76006,456.43994,290.39556,116.20444,NA,NA,NA,NA,346.3,23.1,NA,449.6,26,NA,103.3,2.9
"2024_Cont02_Cont06_W64","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont02","Cont06",160.92024,87.57976,310.07652,142.02348,149.15628,54.44372,NA,NA,NA,NA,102,13.2,NA,144.6,16.8,NA,42.6,3.6
"2024_Cont02_Hyp01_W3","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont02","Hyp01",498.97614,267.32386,712.89348,353.00652,213.91734,85.68266,NA,NA,NA,NA,278.1,20.2,NA,346.1,22.7,NA,68,2.5
"2024_Cont02_Hyp01_W4","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont02","Hyp01",400.80534,225.39466,664.75812,333.14188,263.95278,107.74722,NA,NA,NA,NA,225.5,20.2,NA,326.2,23.5,NA,100.7,3.3
"2024_Cont02_Hyp02_W15","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont02","Hyp02",393.99672,227.10328,1023.55656,465.24344,629.55984,238.14016,NA,NA,NA,NA,259.1,20.2,NA,430.4,27.6,NA,171.3,7.4
"2024_Cont02_Hyp02_W16","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont02","Hyp02",372.77916,203.02084,834.4986,393.0014,461.71944,189.98056,NA,NA,NA,NA,231.7,18.9,NA,368.7,24.9,NA,137,6
"2024_Cont02_Hyp03_W27","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont02","Hyp03",343.01124,185.38876,557.08692,268.71308,214.07568,83.32432,NA,NA,NA,NA,209.7,17.9,NA,265.8,21.6,NA,56.1,3.7
"2024_Cont02_Hyp03_W28","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont02","Hyp03",356.78682,174.21318,524.46888,213.73112,167.68206,39.51794,NA,NA,NA,NA,186.7,18.8,NA,217.9,20,NA,31.2,1.2
"2024_Cont02_Hyp04_W39","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont02","Hyp04",144.29454,92.90546,NA,NA,NA,NA,"Y",NA,NA,NA,106.4,12.5,NA,104.6,12.9,"DEAD",-1.80000000000001,0.4
"2024_Cont02_Hyp04_W40","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont02","Hyp04",142.23612,82.66388,209.8473,116.4527,67.61118,33.78882,NA,NA,NA,NA,122.6,14.7,NA,147.5,16,NA,24.9,1.3
"2024_Cont02_Hyp05_W51","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont02","Hyp05",269.69982,177.20018,370.08738,222.01262,100.38756,44.81244,NA,NA,NA,NA,170.2,17.4,NA,198.8,19.1,NA,28.6,1.7
"2024_Cont02_Hyp05_W52","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont02","Hyp05",316.7268,182.9732,628.97328,324.42672,312.24648,141.45352,NA,NA,NA,NA,183.6,17.8,NA,306.6,21.8,NA,123,4
"2024_Cont02_Hyp06_W63","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont02","Hyp06",589.54662,292.15338,753.42852,398.67148,163.8819,106.5181,NA,NA,NA,NA,288.5,21.8,NA,340,23.6,NA,51.5,1.8
"2024_Cont02_Hyp06_W64","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont02","Hyp06",686.29236,329.70764,868.5417,443.4583,182.24934,113.75066,NA,NA,NA,NA,294.6,22.5,NA,318.5,24.7,NA,23.9,2.2
"2024_Cont02_Warm01_W3","Norm","Ambient","Norm","Warm","Cont","Warm","Cont02","Warm01",194.0133,110.7867,378.4794,163.8206,184.4661,53.0339,NA,NA,NA,NA,165.9,16.2,NA,188.2,18.7,NA,22.3,2.5
"2024_Cont02_Warm01_W4","Norm","Ambient","Norm","Warm","Cont","Warm","Cont02","Warm01",336.20262,176.59738,452.26584,222.43416,116.06322,45.83678,NA,NA,NA,NA,208.8,18,NA,270.9,20.3,NA,62.1,2.3
"2024_Cont02_Warm02_W15","Norm","Ambient","Norm","Warm","Cont","Warm","Cont02","Warm02",255.92424,102.87576,417.11436,191.68564,161.19012,88.80988,NA,NA,NA,NA,152.2,15.9,NA,215,18.5,NA,62.8,2.6
"2024_Cont02_Warm02_W16","Norm","Ambient","Norm","Warm","Cont","Warm","Cont02","Warm02",294.08418,168.81582,515.4435,322.7565,221.35932,153.94068,NA,NA,NA,NA,168.6,16.8,NA,252.2,20.1,NA,83.6,3.3
