Sample_Name,Order_pre,Date_MMDDYYYY_year2,Year,Phase_1_treat,Phase_1_rep,Phase_2_treat,Phase_2_rep,Tag_color,Tag_num,Submerged_weight_year2,Dry_weight_year2,double_single_dead_year2,Notes_year2,Actual_shell_year2_mg,Actual_shell_growth_year2_mg,Actual_tissue_year2_mg,Actual_tissue_growth_year2_mg,Ratio_tissue_shell_year2_mg,Phase_1_temp,Phase_1_DO,Phase_2.1_temp,Phase_2.1_DO,Phase1_Phase2_treat,Phase_1_rep_R,Phase_2_rep_R,Exclude_year2
,421,,2025,,,,,,,,,,,,,,,,,,,,,,,
,422,,2025,,,,,,,,,,,,,,,,,,,,,,,
,423,,2025,,,,,,,,,,,,,,,,,,,,,,,
,424,,2025,,,,,,,,,,,,,,,,,,,,,,,
,425,,2025,,,,,,,,,,,,,,,,,,,,,,,
,426,,2025,,,,,,,,,,,,,,,,,,,,,,,
,427,,2025,,,,,,,,,,,,,,,,,,,,,,,
,428,,2025,,,,,,,,,,,,,,,,,,,,,,,
,429,,2025,,,,,,,,,,,,,,,,,,,,,,,
,430,,2025,,,,,,,,,,,,,,,,,,,,,,,
,431,,2025,,,,,,,,,,,,,,,,,,,,,,,
,432,,2025,,,,,,,,,,,,,,,,,,,,,,,
,433,,2025,,,,,,,,,,,,,,,,,,,,,,,
,434,,2025,,,,,,,,,,,,,,,,,,,,,,,
,435,,2025,,,,,,,,,,,,,,,,,,,,,,,
,436,,2025,,,,,,,,,,,,,,,,,,,,,,,
,437,,2025,,,,,,,,,,,,,,,,,,,,,,,
,438,,2025,,,,,,,,,,,,,,,,,,,,,,,
,439,,2025,,,,,,,,,,,,,,,,,,,,,,,
,440,,2025,,,,,,,,,,,,,,,,,,,,,,,
,441,,2025,,,,,,,,,,,,,,,,,,,,,,,
,442,,2025,,,,,,,,,,,,,,,,,,,,,,,
,443,,2025,,,,,,,,,,,,,,,,,,,,,,,
,444,,2025,,,,,,,,,,,,,,,,,,,,,,,
,445,,2025,,,,,,,,,,,,,,,,,,,,,,,
,446,,2025,,,,,,,,,,,,,,,,,,,,,,,
,447,,2025,,,,,,,,,,,,,,,,,,,,,,,
,448,,2025,,,,,,,,,,,,,,,,,,,,,,,
,449,,2025,,,,,,,,,,,,,,,,,,,,,,,
,450,,2025,,,,,,,,,,,,,,,,,,,,,,,
,451,,2025,,,,,,,,,,,,,,,,,,,,,,,
,452,,2025,,,,,,,,,,,,,,,,,,,,,,,
,453,,2025,,,,,,,,,,,,,,,,,,,,,,,
,454,,2025,,,,,,,,,,,,,,,,,,,,,,,
,455,,2025,,,,,,,,,,,,,,,,,,,,,,,
,456,,2025,,,,,,,,,,,,,,,,,,,,,,,
,457,,2025,,,,,,,,,,,,,,,,,,,,,,,
,458,,2025,,,,,,,,,,,,,,,,,,,,,,,
,459,,2025,,,,,,,,,,,,,,,,,,,,,,,
,460,,2025,,,,,,,,,,,,,,,,,,,,,,,
,461,,2025,,,,,,,,,,,,,,,,,,,,,,,
,462,,2025,,,,,,,,,,,,,,,,,,,,,,,
,463,,2025,,,,,,,,,,,,,,,,,,,,,,,
,464,,2025,,,,,,,,,,,,,,,,,,,,,,,
,465,,2025,,,,,,,,,,,,,,,,,,,,,,,
,466,,2025,,,,,,,,,,,,,,,,,,,,,,,
,467,,2025,,,,,,,,,,,,,,,,,,,,,,,
,468,,2025,,,,,,,,,,,,,,,,,,,,,,,
,469,,2025,,,,,,,,,,,,,,,,,,,,,,,
,470,,2025,,,,,,,,,,,,,,,,,,,,,,,
,471,,2025,,,,,,,,,,,,,,,,,,,,,,,
,472,,2025,,,,,,,,,,,,,,,,,,,,,,,
,473,,2025,,,,,,,,,,,,,,,,,,,,,,,
,474,,2025,,,,,,,,,,,,,,,,,,,,,,,
,475,,2025,,,,,,,,,,,,,,,,,,,,,,,
,476,,2025,,,,,,,,,,,,,,,,,,,,,,,
,477,,2025,,,,,,,,,,,,,,,,,,,,,,,
,478,,2025,,,,,,,,,,,,,,,,,,,,,,,
,479,,2025,,,,,,,,,,,,,,,,,,,,,,,
,480,,2025,,,,,,,,,,,,,,,,,,,,,,,
,481,,2025,,,,,,,,,,,,,,,,,,,,,,,
,482,,2025,,,,,,,,,,,,,,,,,,,,,,,
,483,,2025,,,,,,,,,,,,,,,,,,,,,,,
,484,,2025,,,,,,,,,,,,,,,,,,,,,,,
,485,,2025,,,,,,,,,,,,,,,,,,,,,,,
,486,,2025,,,,,,,,,,,,,,,,,,,,,,,
,487,,2025,,,,,,,,,,,,,,,,,,,,,,,
,488,,2025,,,,,,,,,,,,,,,,,,,,,,,
,489,,2025,,,,,,,,,,,,,,,,,,,,,,,
,490,,2025,,,,,,,,,,,,,,,,,,,,,,,
,491,,2025,,,,,,,,,,,,,,,,,,,,,,,
,492,,2025,,,,,,,,,,,,,,,,,,,,,,,
,493,,2025,,,,,,,,,,,,,,,,,,,,,,,
,494,,2025,,,,,,,,,,,,,,,,,,,,,,,
,495,,2025,,,,,,,,,,,,,,,,,,,,,,,
,496,,2025,,,,,,,,,,,,,,,,,,,,,,,
,497,,2025,,,,,,,,,,,,,,,,,,,,,,,
,498,,2025,,,,,,,,,,,,,,,,,,,,,,,
,499,,2025,,,,,,,,,,,,,,,,,,,,,,,
,500,,2025,,,,,,,,,,,,,,,,,,,,,,,
,501,,2025,,,,,,,,,,,,,,,,,,,,,,,
,502,,2025,,,,,,,,,,,,,,,,,,,,,,,
,503,,2025,,,,,,,,,,,,,,,,,,,,,,,
,504,,2025,,,,,,,,,,,,,,,,,,,,,,,
,505,,2025,,,,,,,,,,,,,,,,,,,,,,,
,506,,2025,,,,,,,,,,,,,,,,,,,,,,,
,507,,2025,,,,,,,,,,,,,,,,,,,,,,,
,508,,2025,,,,,,,,,,,,,,,,,,,,,,,
,509,,2025,,,,,,,,,,,,,,,,,,,,,,,
,510,,2025,,,,,,,,,,,,,,,,,,,,,,,
,511,,2025,,,,,,,,,,,,,,,,,,,,,,,
,512,,2025,,,,,,,,,,,,,,,,,,,,,,,
,513,,2025,,,,,,,,,,,,,,,,,,,,,,,
,514,,2025,,,,,,,,,,,,,,,,,,,,,,,
,515,,2025,,,,,,,,,,,,,,,,,,,,,,,
,516,,2025,,,,,,,,,,,,,,,,,,,,,,,
,517,,2025,,,,,,,,,,,,,,,,,,,,,,,
,518,,2025,,,,,,,,,,,,,,,,,,,,,,,
,519,,2025,,,,,,,,,,,,,,,,,,,,,,,
,520,,2025,,,,,,,,,,,,,,,,,,,,,,,
,521,,2025,,,,,,,,,,,,,,,,,,,,,,,
,522,,2025,,,,,,,,,,,,,,,,,,,,,,,
,523,,2025,,,,,,,,,,,,,,,,,,,,,,,
,524,,2025,,,,,,,,,,,,,,,,,,,,,,,
,525,,2025,,,,,,,,,,,,,,,,,,,,,,,
,526,,2025,,,,,,,,,,,,,,,,,,,,,,,
,527,,2025,,,,,,,,,,,,,,,,,,,,,,,
,528,,2025,,,,,,,,,,,,,,,,,,,,,,,
,529,,2025,,,,,,,,,,,,,,,,,,,,,,,
,530,,2025,,,,,,,,,,,,,,,,,,,,,,,
,531,,2025,,,,,,,,,,,,,,,,,,,,,,,
,532,,2025,,,,,,,,,,,,,,,,,,,,,,,
,533,,2025,,,,,,,,,,,,,,,,,,,,,,,
,534,,2025,,,,,,,,,,,,,,,,,,,,,,,
,535,,2025,,,,,,,,,,,,,,,,,,,,,,,
,536,,2025,,,,,,,,,,,,,,,,,,,,,,,
,537,,2025,,,,,,,,,,,,,,,,,,,,,,,
,538,,2025,,,,,,,,,,,,,,,,,,,,,,,
,539,,2025,,,,,,,,,,,,,,,,,,,,,,,
,540,,2025,,,,,,,,,,,,,,,,,,,,,,,
,541,,2025,,,,,,,,,,,,,,,,,,,,,,,
,542,,2025,,,,,,,,,,,,,,,,,,,,,,,
,543,,2025,,,,,,,,,,,,,,,,,,,,,,,
,544,,2025,,,,,,,,,,,,,,,,,,,,,,,
,545,,2025,,,,,,,,,,,,,,,,,,,,,,,
,546,,2025,,,,,,,,,,,,,,,,,,,,,,,
,547,,2025,,,,,,,,,,,,,,,,,,,,,,,
,548,,2025,,,,,,,,,,,,,,,,,,,,,,,
,549,,2025,,,,,,,,,,,,,,,,,,,,,,,
,550,,2025,,,,,,,,,,,,,,,,,,,,,,,
,551,,2025,,,,,,,,,,,,,,,,,,,,,,,
,552,,2025,,,,,,,,,,,,,,,,,,,,,,,
,553,,2025,,,,,,,,,,,,,,,,,,,,,,,
,554,,2025,,,,,,,,,,,,,,,,,,,,,,,
,555,,2025,,,,,,,,,,,,,,,,,,,,,,,
,556,,2025,,,,,,,,,,,,,,,,,,,,,,,
,557,,2025,,,,,,,,,,,,,,,,,,,,,,,
,558,,2025,,,,,,,,,,,,,,,,,,,,,,,
,559,,2025,,,,,,,,,,,,,,,,,,,,,,,
,560,,2025,,,,,,,,,,,,,,,,,,,,,,,
,561,,2025,,,,,,,,,,,,,,,,,,,,,,,
,562,,2025,,,,,,,,,,,,,,,,,,,,,,,
,563,,2025,,,,,,,,,,,,,,,,,,,,,,,
,564,,2025,,,,,,,,,,,,,,,,,,,,,,,
,565,,2025,,,,,,,,,,,,,,,,,,,,,,,
,566,,2025,,,,,,,,,,,,,,,,,,,,,,,
,567,,2025,,,,,,,,,,,,,,,,,,,,,,,
,568,,2025,,,,,,,,,,,,,,,,,,,,,,,
,569,,2025,,,,,,,,,,,,,,,,,,,,,,,
,570,,2025,,,,,,,,,,,,,,,,,,,,,,,
,571,,2025,,,,,,,,,,,,,,,,,,,,,,,
,572,,2025,,,,,,,,,,,,,,,,,,,,,,,
,573,,2025,,,,,,,,,,,,,,,,,,,,,,,
,574,,2025,,,,,,,,,,,,,,,,,,,,,,,
,575,,2025,,,,,,,,,,,,,,,,,,,,,,,
,576,,2025,,,,,,,,,,,,,,,,,,,,,,,
,577,,2025,,,,,,,,,,,,,,,,,,,,,,,
,578,,2025,,,,,,,,,,,,,,,,,,,,,,,
,579,,2025,,,,,,,,,,,,,,,,,,,,,,,
,580,,2025,,,,,,,,,,,,,,,,,,,,,,,
,581,,2025,,,,,,,,,,,,,,,,,,,,,,,
,582,,2025,,,,,,,,,,,,,,,,,,,,,,,
,583,,2025,,,,,,,,,,,,,,,,,,,,,,,
,584,,2025,,,,,,,,,,,,,,,,,,,,,,,
,585,,2025,,,,,,,,,,,,,,,,,,,,,,,
,586,,2025,,,,,,,,,,,,,,,,,,,,,,,
,587,,2025,,,,,,,,,,,,,,,,,,,,,,,
,588,,2025,,,,,,,,,,,,,,,,,,,,,,,
,589,,2025,,,,,,,,,,,,,,,,,,,,,,,
,590,,2025,,,,,,,,,,,,,,,,,,,,,,,
,591,,2025,,,,,,,,,,,,,,,,,,,,,,,
,592,,2025,,,,,,,,,,,,,,,,,,,,,,,
,593,,2025,,,,,,,,,,,,,,,,,,,,,,,
,594,,2025,,,,,,,,,,,,,,,,,,,,,,,
,595,,2025,,,,,,,,,,,,,,,,,,,,,,,
,596,,2025,,,,,,,,,,,,,,,,,,,,,,,
,597,,2025,,,,,,,,,,,,,,,,,,,,,,,
,598,,2025,,,,,,,,,,,,,,,,,,,,,,,
,599,,2025,,,,,,,,,,,,,,,,,,,,,,,
,600,,2025,,,,,,,,,,,,,,,,,,,,,,,
,601,,2025,,,,,,,,,,,,,,,,,,,,,,,
,602,,2025,,,,,,,,,,,,,,,,,,,,,,,
,603,,2025,,,,,,,,,,,,,,,,,,,,,,,
,604,,2025,,,,,,,,,,,,,,,,,,,,,,,
,605,,2025,,,,,,,,,,,,,,,,,,,,,,,
,606,,2025,,,,,,,,,,,,,,,,,,,,,,,
,607,,2025,,,,,,,,,,,,,,,,,,,,,,,
,608,,2025,,,,,,,,,,,,,,,,,,,,,,,
,609,,2025,,,,,,,,,,,,,,,,,,,,,,,
,610,,2025,,,,,,,,,,,,,,,,,,,,,,,
,611,,2025,,,,,,,,,,,,,,,,,,,,,,,
,612,,2025,,,,,,,,,,,,,,,,,,,,,,,
,613,,2025,,,,,,,,,,,,,,,,,,,,,,,
,614,,2025,,,,,,,,,,,,,,,,,,,,,,,
,615,,2025,,,,,,,,,,,,,,,,,,,,,,,
,616,,2025,,,,,,,,,,,,,,,,,,,,,,,
,617,,2025,,,,,,,,,,,,,,,,,,,,,,,
,618,,2025,,,,,,,,,,,,,,,,,,,,,,,
,619,,2025,,,,,,,,,,,,,,,,,,,,,,,
,620,,2025,,,,,,,,,,,,,,,,,,,,,,,
,621,,2025,,,,,,,,,,,,,,,,,,,,,,,
,622,,2025,,,,,,,,,,,,,,,,,,,,,,,
,623,,2025,,,,,,,,,,,,,,,,,,,,,,,
,624,,2025,,,,,,,,,,,,,,,,,,,,,,,
,625,,2025,,,,,,,,,,,,,,,,,,,,,,,
,626,,2025,,,,,,,,,,,,,,,,,,,,,,,
,627,,2025,,,,,,,,,,,,,,,,,,,,,,,
,628,,2025,,,,,,,,,,,,,,,,,,,,,,,
,629,,2025,,,,,,,,,,,,,,,,,,,,,,,
,630,,2025,,,,,,,,,,,,,,,,,,,,,,,
,631,,2025,,,,,,,,,,,,,,,,,,,,,,,
,632,,2025,,,,,,,,,,,,,,,,,,,,,,,
,633,,2025,,,,,,,,,,,,,,,,,,,,,,,
,634,,2025,,,,,,,,,,,,,,,,,,,,,,,
,635,,2025,,,,,,,,,,,,,,,,,,,,,,,
,636,,2025,,,,,,,,,,,,,,,,,,,,,,,
,637,,2025,,,,,,,,,,,,,,,,,,,,,,,
,638,,2025,,,,,,,,,,,,,,,,,,,,,,,
,639,,2025,,,,,,,,,,,,,,,,,,,,,,,
,640,,2025,,,,,,,,,,,,,,,,,,,,,,,
,641,,2025,,,,,,,,,,,,,,,,,,,,,,,
,642,,2025,,,,,,,,,,,,,,,,,,,,,,,
,643,,2025,,,,,,,,,,,,,,,,,,,,,,,
,644,,2025,,,,,,,,,,,,,,,,,,,,,,,
,645,,2025,,,,,,,,,,,,,,,,,,,,,,,
,646,,2025,,,,,,,,,,,,,,,,,,,,,,,
,647,,2025,,,,,,,,,,,,,,,,,,,,,,,
,648,,2025,,,,,,,,,,,,,,,,,,,,,,,
,649,,2025,,,,,,,,,,,,,,,,,,,,,,,
,650,,2025,,,,,,,,,,,,,,,,,,,,,,,
,651,,2025,,,,,,,,,,,,,,,,,,,,,,,
,652,,2025,,,,,,,,,,,,,,,,,,,,,,,
,653,,2025,,,,,,,,,,,,,,,,,,,,,,,
,654,,2025,,,,,,,,,,,,,,,,,,,,,,,
,655,,2025,,,,,,,,,,,,,,,,,,,,,,,
,656,,2025,,,,,,,,,,,,,,,,,,,,,,,
,657,,2025,,,,,,,,,,,,,,,,,,,,,,,
,658,,2025,,,,,,,,,,,,,,,,,,,,,,,
,659,,2025,,,,,,,,,,,,,,,,,,,,,,,
,660,,2025,,,,,,,,,,,,,,,,,,,,,,,
,661,,2025,,,,,,,,,,,,,,,,,,,,,,,
,662,,2025,,,,,,,,,,,,,,,,,,,,,,,
,663,,2025,,,,,,,,,,,,,,,,,,,,,,,
,664,,2025,,,,,,,,,,,,,,,,,,,,,,,
,665,,2025,,,,,,,,,,,,,,,,,,,,,,,
,666,,2025,,,,,,,,,,,,,,,,,,,,,,,
,667,,2025,,,,,,,,,,,,,,,,,,,,,,,
,668,,2025,,,,,,,,,,,,,,,,,,,,,,,
,669,,2025,,,,,,,,,,,,,,,,,,,,,,,
,670,,2025,,,,,,,,,,,,,,,,,,,,,,,
,671,,2025,,,,,,,,,,,,,,,,,,,,,,,
,672,,2025,,,,,,,,,,,,,,,,,,,,,,,
,673,,2025,,,,,,,,,,,,,,,,,,,,,,,
,674,,2025,,,,,,,,,,,,,,,,,,,,,,,
,675,,2025,,,,,,,,,,,,,,,,,,,,,,,
,676,,2025,,,,,,,,,,,,,,,,,,,,,,,
,677,,2025,,,,,,,,,,,,,,,,,,,,,,,
,678,,2025,,,,,,,,,,,,,,,,,,,,,,,
,679,,2025,,,,,,,,,,,,,,,,,,,,,,,
,680,,2025,,,,,,,,,,,,,,,,,,,,,,,
,681,,2025,,,,,,,,,,,,,,,,,,,,,,,
,682,,2025,,,,,,,,,,,,,,,,,,,,,,,
,683,,2025,,,,,,,,,,,,,,,,,,,,,,,
,684,,2025,,,,,,,,,,,,,,,,,,,,,,,
,685,,2025,,,,,,,,,,,,,,,,,,,,,,,
,686,,2025,,,,,,,,,,,,,,,,,,,,,,,
,687,,2025,,,,,,,,,,,,,,,,,,,,,,,
,688,,2025,,,,,,,,,,,,,,,,,,,,,,,
,689,,2025,,,,,,,,,,,,,,,,,,,,,,,
,690,,2025,,,,,,,,,,,,,,,,,,,,,,,
,691,,2025,,,,,,,,,,,,,,,,,,,,,,,
,692,,2025,,,,,,,,,,,,,,,,,,,,,,,
,693,,2025,,,,,,,,,,,,,,,,,,,,,,,
,694,,2025,,,,,,,,,,,,,,,,,,,,,,,
,695,,2025,,,,,,,,,,,,,,,,,,,,,,,
,696,,2025,,,,,,,,,,,,,,,,,,,,,,,
,697,,2025,,,,,,,,,,,,,,,,,,,,,,,
,698,,2025,,,,,,,,,,,,,,,,,,,,,,,
,699,,2025,,,,,,,,,,,,,,,,,,,,,,,
,700,,2025,,,,,,,,,,,,,,,,,,,,,,,
,701,,2025,,,,,,,,,,,,,,,,,,,,,,,
,702,,2025,,,,,,,,,,,,,,,,,,,,,,,
,703,,2025,,,,,,,,,,,,,,,,,,,,,,,
,704,,2025,,,,,,,,,,,,,,,,,,,,,,,
,705,,2025,,,,,,,,,,,,,,,,,,,,,,,
,706,,2025,,,,,,,,,,,,,,,,,,,,,,,
,707,,2025,,,,,,,,,,,,,,,,,,,,,,,
,708,,2025,,,,,,,,,,,,,,,,,,,,,,,
,709,,2025,,,,,,,,,,,,,,,,,,,,,,,
,710,,2025,,,,,,,,,,,,,,,,,,,,,,,
,711,,2025,,,,,,,,,,,,,,,,,,,,,,,
,712,,2025,,,,,,,,,,,,,,,,,,,,,,,
,713,,2025,,,,,,,,,,,,,,,,,,,,,,,
,714,,2025,,,,,,,,,,,,,,,,,,,,,,,
,715,,2025,,,,,,,,,,,,,,,,,,,,,,,
,716,,2025,,,,,,,,,,,,,,,,,,,,,,,
,717,,2025,,,,,,,,,,,,,,,,,,,,,,,
,718,,2025,,,,,,,,,,,,,,,,,,,,,,,
,719,,2025,,,,,,,,,,,,,,,,,,,,,,,
,720,,2025,,,,,,,,,,,,,,,,,,,,,,,
,721,,2025,,,,,,,,,,,,,,,,,,,,,,,
,722,,2025,,,,,,,,,,,,,,,,,,,,,,,
,723,,2025,,,,,,,,,,,,,,,,,,,,,,,
,724,,2025,,,,,,,,,,,,,,,,,,,,,,,
,725,,2025,,,,,,,,,,,,,,,,,,,,,,,
,726,,2025,,,,,,,,,,,,,,,,,,,,,,,
,727,,2025,,,,,,,,,,,,,,,,,,,,,,,
,728,,2025,,,,,,,,,,,,,,,,,,,,,,,
,729,,2025,,,,,,,,,,,,,,,,,,,,,,,
,730,,2025,,,,,,,,,,,,,,,,,,,,,,,
,731,,2025,,,,,,,,,,,,,,,,,,,,,,,
,732,,2025,,,,,,,,,,,,,,,,,,,,,,,
,733,,2025,,,,,,,,,,,,,,,,,,,,,,,
,734,,2025,,,,,,,,,,,,,,,,,,,,,,,
,735,,2025,,,,,,,,,,,,,,,,,,,,,,,
,736,,2025,,,,,,,,,,,,,,,,,,,,,,,
,737,,2025,,,,,,,,,,,,,,,,,,,,,,,
,738,,2025,,,,,,,,,,,,,,,,,,,,,,,
,739,,2025,,,,,,,,,,,,,,,,,,,,,,,
,740,,2025,,,,,,,,,,,,,,,,,,,,,,,
,741,,2025,,,,,,,,,,,,,,,,,,,,,,,
,742,,2025,,,,,,,,,,,,,,,,,,,,,,,
,743,,2025,,,,,,,,,,,,,,,,,,,,,,,
,744,,2025,,,,,,,,,,,,,,,,,,,,,,,
,745,,2025,,,,,,,,,,,,,,,,,,,,,,,
,746,,2025,,,,,,,,,,,,,,,,,,,,,,,
,747,,2025,,,,,,,,,,,,,,,,,,,,,,,
,748,,2025,,,,,,,,,,,,,,,,,,,,,,,
,749,,2025,,,,,,,,,,,,,,,,,,,,,,,
,750,,2025,,,,,,,,,,,,,,,,,,,,,,,
,751,,2025,,,,,,,,,,,,,,,,,,,,,,,
,752,,2025,,,,,,,,,,,,,,,,,,,,,,,
,753,,2025,,,,,,,,,,,,,,,,,,,,,,,
,754,,2025,,,,,,,,,,,,,,,,,,,,,,,
,755,,2025,,,,,,,,,,,,,,,,,,,,,,,
,756,,2025,,,,,,,,,,,,,,,,,,,,,,,
,757,,2025,,,,,,,,,,,,,,,,,,,,,,,
,758,,2025,,,,,,,,,,,,,,,,,,,,,,,
,759,,2025,,,,,,,,,,,,,,,,,,,,,,,
,760,,2025,,,,,,,,,,,,,,,,,,,,,,,
,761,,2025,,,,,,,,,,,,,,,,,,,,,,,
,762,,2025,,,,,,,,,,,,,,,,,,,,,,,
,763,,2025,,,,,,,,,,,,,,,,,,,,,,,
,764,,2025,,,,,,,,,,,,,,,,,,,,,,,
,765,,2025,,,,,,,,,,,,,,,,,,,,,,,
,766,,2025,,,,,,,,,,,,,,,,,,,,,,,
,767,,2025,,,,,,,,,,,,,,,,,,,,,,,
,768,,2025,,,,,,,,,,,,,,,,,,,,,,,
,769,,2025,,,,,,,,,,,,,,,,,,,,,,,
,770,,2025,,,,,,,,,,,,,,,,,,,,,,,
,771,,2025,,,,,,,,,,,,,,,,,,,,,,,
,772,,2025,,,,,,,,,,,,,,,,,,,,,,,
,773,,2025,,,,,,,,,,,,,,,,,,,,,,,
,774,,2025,,,,,,,,,,,,,,,,,,,,,,,
,775,,2025,,,,,,,,,,,,,,,,,,,,,,,
,776,,2025,,,,,,,,,,,,,,,,,,,,,,,
,777,,2025,,,,,,,,,,,,,,,,,,,,,,,
,778,,2025,,,,,,,,,,,,,,,,,,,,,,,
,779,,2025,,,,,,,,,,,,,,,,,,,,,,,
,780,,2025,,,,,,,,,,,,,,,,,,,,,,,
,781,,2025,,,,,,,,,,,,,,,,,,,,,,,
,782,,2025,,,,,,,,,,,,,,,,,,,,,,,
,783,,2025,,,,,,,,,,,,,,,,,,,,,,,
,784,,2025,,,,,,,,,,,,,,,,,,,,,,,
,785,,2025,,,,,,,,,,,,,,,,,,,,,,,
,786,,2025,,,,,,,,,,,,,,,,,,,,,,,
,787,,2025,,,,,,,,,,,,,,,,,,,,,,,
,788,,2025,,,,,,,,,,,,,,,,,,,,,,,
,789,,2025,,,,,,,,,,,,,,,,,,,,,,,
,790,,2025,,,,,,,,,,,,,,,,,,,,,,,
,791,,2025,,,,,,,,,,,,,,,,,,,,,,,
,792,,2025,,,,,,,,,,,,,,,,,,,,,,,
,793,,2025,,,,,,,,,,,,,,,,,,,,,,,
,794,,2025,,,,,,,,,,,,,,,,,,,,,,,
,795,,2025,,,,,,,,,,,,,,,,,,,,,,,
,796,,2025,,,,,,,,,,,,,,,,,,,,,,,
,797,,2025,,,,,,,,,,,,,,,,,,,,,,,
,798,,2025,,,,,,,,,,,,,,,,,,,,,,,
,799,,2025,,,,,,,,,,,,,,,,,,,,,,,
,800,,2025,,,,,,,,,,,,,,,,,,,,,,,
,801,,2025,,,,,,,,,,,,,,,,,,,,,,,
,802,,2025,,,,,,,,,,,,,,,,,,,,,,,
,803,,2025,,,,,,,,,,,,,,,,,,,,,,,
,804,,2025,,,,,,,,,,,,,,,,,,,,,,,
,805,,2025,,,,,,,,,,,,,,,,,,,,,,,
,806,,2025,,,,,,,,,,,,,,,,,,,,,,,
,807,,2025,,,,,,,,,,,,,,,,,,,,,,,
,808,,2025,,,,,,,,,,,,,,,,,,,,,,,
,809,,2025,,,,,,,,,,,,,,,,,,,,,,,
,810,,2025,,,,,,,,,,,,,,,,,,,,,,,
,811,,2025,,,,,,,,,,,,,,,,,,,,,,,
,812,,2025,,,,,,,,,,,,,,,,,,,,,,,
,813,,2025,,,,,,,,,,,,,,,,,,,,,,,
,814,,2025,,,,,,,,,,,,,,,,,,,,,,,
,815,,2025,,,,,,,,,,,,,,,,,,,,,,,
,816,,2025,,,,,,,,,,,,,,,,,,,,,,,
,817,,2025,,,,,,,,,,,,,,,,,,,,,,,
,818,,2025,,,,,,,,,,,,,,,,,,,,,,,
,819,,2025,,,,,,,,,,,,,,,,,,,,,,,
,820,,2025,,,,,,,,,,,,,,,,,,,,,,,
,821,,2025,,,,,,,,,,,,,,,,,,,,,,,
,822,,2025,,,,,,,,,,,,,,,,,,,,,,,
,823,,2025,,,,,,,,,,,,,,,,,,,,,,,
,824,,2025,,,,,,,,,,,,,,,,,,,,,,,
,825,,2025,,,,,,,,,,,,,,,,,,,,,,,
,826,,2025,,,,,,,,,,,,,,,,,,,,,,,
,827,,2025,,,,,,,,,,,,,,,,,,,,,,,
,828,,2025,,,,,,,,,,,,,,,,,,,,,,,
,829,,2025,,,,,,,,,,,,,,,,,,,,,,,
,830,,2025,,,,,,,,,,,,,,,,,,,,,,,
,831,,2025,,,,,,,,,,,,,,,,,,,,,,,
,832,,2025,,,,,,,,,,,,,,,,,,,,,,,
,833,,2025,,,,,,,,,,,,,,,,,,,,,,,
,834,,2025,,,,,,,,,,,,,,,,,,,,,,,
,835,,2025,,,,,,,,,,,,,,,,,,,,,,,
,836,,2025,,,,,,,,,,,,,,,,,,,,,,,
,837,,2025,,,,,,,,,,,,,,,,,,,,,,,
,838,,2025,,,,,,,,,,,,,,,,,,,,,,,
,839,,2025,,,,,,,,,,,,,,,,,,,,,,,
,840,,2025,,,,,,,,,,,,,,,,,,,,,,,
,841,,2025,,,,,,,,,,,,,,,,,,,,,,,
,842,,2025,,,,,,,,,,,,,,,,,,,,,,,
,843,,2025,,,,,,,,,,,,,,,,,,,,,,,
,844,,2025,,,,,,,,,,,,,,,,,,,,,,,
,845,,2025,,,,,,,,,,,,,,,,,,,,,,,
,846,,2025,,,,,,,,,,,,,,,,,,,,,,,
,847,,2025,,,,,,,,,,,,,,,,,,,,,,,
,848,,2025,,,,,,,,,,,,,,,,,,,,,,,
,849,,2025,,,,,,,,,,,,,,,,,,,,,,,
,850,,2025,,,,,,,,,,,,,,,,,,,,,,,
,851,,2025,,,,,,,,,,,,,,,,,,,,,,,
,852,,2025,,,,,,,,,,,,,,,,,,,,,,,
,853,,2025,,,,,,,,,,,,,,,,,,,,,,,
,854,,2025,,,,,,,,,,,,,,,,,,,,,,,
,855,,2025,,,,,,,,,,,,,,,,,,,,,,,
,856,,2025,,,,,,,,,,,,,,,,,,,,,,,
,857,,2025,,,,,,,,,,,,,,,,,,,,,,,
,858,,2025,,,,,,,,,,,,,,,,,,,,,,,
,859,,2025,,,,,,,,,,,,,,,,,,,,,,,
,860,,2025,,,,,,,,,,,,,,,,,,,,,,,
,861,,2025,,,,,,,,,,,,,,,,,,,,,,,
,862,,2025,,,,,,,,,,,,,,,,,,,,,,,
,863,,2025,,,,,,,,,,,,,,,,,,,,,,,
,864,,2025,,,,,,,,,,,,,,,,,,,,,,,
,865,,2025,,,,,,,,,,,,,,,,,,,,,,,
,866,,2025,,,,,,,,,,,,,,,,,,,,,,,
,867,,2025,,,,,,,,,,,,,,,,,,,,,,,
,868,,2025,,,,,,,,,,,,,,,,,,,,,,,
,869,,2025,,,,,,,,,,,,,,,,,,,,,,,
,870,,2025,,,,,,,,,,,,,,,,,,,,,,,
,871,,2025,,,,,,,,,,,,,,,,,,,,,,,
,872,,2025,,,,,,,,,,,,,,,,,,,,,,,
,873,,2025,,,,,,,,,,,,,,,,,,,,,,,
,874,,2025,,,,,,,,,,,,,,,,,,,,,,,
,875,,2025,,,,,,,,,,,,,,,,,,,,,,,
,876,,2025,,,,,,,,,,,,,,,,,,,,,,,
,877,,2025,,,,,,,,,,,,,,,,,,,,,,,
